hdf5_output	total_alignments	total_translated_alignments	total_reads_processed	sample_name
/fastpool/analysis/nicu_amr_stress/resistance/N01_1_2/N01_1_2.h5	2119	24650000	0	N01_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N01_1_3/N01_1_3.h5	3067	26967126	0	N01_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N01_1_4/N01_1_4.h5	4846	32574979	0	N01_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N01_2_2/N01_2_2.h5	5795	24619957	0	N01_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N01_2_3/N01_2_3.h5	26587	28098845	0	N01_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N01_2_4/N01_2_4.h5	15351	23601853	0	N01_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N02_1_2/N02_1_2.h5	3903	26104065	0	N02_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N02_1_3/N02_1_3.h5	539	3250000	0	N02_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N02_1_4/N02_1_4.h5	2784	36939615	0	N02_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N02_2_2/N02_2_2.h5	5467	22342182	0	N02_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N02_2_3/N02_2_3.h5	3368	20706163	0	N02_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N02_2_4/N02_2_4.h5	18802	28226667	0	N02_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N03_1_4/N03_1_4.h5	11893	31307463	0	N03_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N03_2_2/N03_2_2.h5	1269	13860000	0	N03_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N03_2_3/N03_2_3.h5	1820	14050000	0	N03_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N03_2_4/N03_2_4.h5	5802	21030000	0	N03_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N04_1_2/N04_1_2.h5	584	15484543	0	N04_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N04_1_3/N04_1_3.h5	47	4772334	0	N04_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N04_1_4/N04_1_4.h5	1900	13703869	0	N04_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N04_2_2/N04_2_2.h5	607	10011427	0	N04_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N04_2_3/N04_2_3.h5	4443	13889432	0	N04_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N04_2_4/N04_2_4.h5	2249	12600000	0	N04_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N05_1_2/N05_1_2.h5	718	9478538	0	N05_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N05_1_3/N05_1_3.h5	67	3320000	0	N05_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N05_1_4/N05_1_4.h5	6866	16374935	0	N05_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N05_2_2/N05_2_2.h5	214	13588818	0	N05_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N05_2_3/N05_2_3.h5	670	16079520	0	N05_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N05_2_4/N05_2_4.h5	4455	12954797	0	N05_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N06_1_2/N06_1_2.h5	530	20203972	0	N06_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N06_1_3/N06_1_3.h5	1808	11495933	0	N06_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N06_1_4/N06_1_4.h5	1258	8910000	0	N06_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N07_1_2/N07_1_2.h5	0	6677637	0	N07_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N07_1_3/N07_1_3.h5	0	11305447	0	N07_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N07_1_4/N07_1_4.h5	21	9675995	0	N07_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N07_2_2/N07_2_2.h5	57	6310000	0	N07_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N07_2_3/N07_2_3.h5	186	10799812	0	N07_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N07_2_4/N07_2_4.h5	170	5696995	0	N07_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N08_1_2/N08_1_2.h5	261	19640000	0	N08_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N08_1_3/N08_1_3.h5	4342	11800000	0	N08_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N08_1_4/N08_1_4.h5	11471	15045555	0	N08_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N08_2_2/N08_2_2.h5	439	13839833	0	N08_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N08_2_3/N08_2_3.h5	2189	12849716	0	N08_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N08_2_4/N08_2_4.h5	5005	8536725	0	N08_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N09_1_2/N09_1_2.h5	6419	8985260	0	N09_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N09_1_3/N09_1_3.h5	1316	9664914	0	N09_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N09_1_4/N09_1_4.h5	52	980000	0	N09_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N09_2_2/N09_2_2.h5	76	8383178	0	N09_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N09_2_3/N09_2_3.h5	38	1600000	0	N09_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N09_2_4/N09_2_4.h5	5829	8282919	0	N09_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N10_1_2/N10_1_2.h5	9	7718198	0	N10_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N10_1_3/N10_1_3.h5	216	13798922	0	N10_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N10_1_4/N10_1_4.h5	93	10008592	0	N10_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N10_2_2/N10_2_2.h5	60	14356071	0	N10_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N10_2_3/N10_2_3.h5	95	14098190	0	N10_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N10_2_4/N10_2_4.h5	13	7670000	0	N10_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N11_1_2/N11_1_2.h5	243	14454121	0	N11_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N11_1_3/N11_1_3.h5	3	4270000	0	N11_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N11_1_4/N11_1_4.h5	261	12371093	0	N11_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N11_2_2/N11_2_2.h5	445	16014016	0	N11_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N11_2_3/N11_2_3.h5	22	5445326	0	N11_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N11_2_4/N11_2_4.h5	662	7485698	0	N11_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N12_1_2/N12_1_2.h5	1822	15647235	0	N12_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N12_1_3/N12_1_3.h5	374	13587733	0	N12_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N12_1_4/N12_1_4.h5	133	12992171	0	N12_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N13_1_2/N13_1_2.h5	91	4870000	0	N13_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N13_1_3/N13_1_3.h5	114	7450000	0	N13_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N13_1_4/N13_1_4.h5	250	8976736	0	N13_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N13_2_2/N13_2_2.h5	290	13508879	0	N13_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N13_2_3/N13_2_3.h5	2	4362752	0	N13_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N13_2_4/N13_2_4.h5	1069	15388673	0	N13_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N14_1_2/N14_1_2.h5	403	14530000	0	N14_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N14_1_3/N14_1_3.h5	71	1280000	0	N14_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N14_1_4/N14_1_4.h5	283	5300000	0	N14_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N14_2_2/N14_2_2.h5	405	10840000	0	N14_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N14_2_3/N14_2_3.h5	280	11289661	0	N14_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N14_2_4/N14_2_4.h5	169	8868508	0	N14_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N15_1_2/N15_1_2.h5	155	17069637	0	N15_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N15_1_3/N15_1_3.h5	53	11710000	0	N15_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N15_1_4/N15_1_4.h5	2157	11221826	0	N15_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N15_2_2/N15_2_2.h5	5	2500000	0	N15_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N15_2_3/N15_2_3.h5	4353	9278984	0	N15_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N15_2_4/N15_2_4.h5	3177	3370554	0	N15_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N16_1_2/N16_1_2.h5	512	9150000	0	N16_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N16_1_3/N16_1_3.h5	1302	8280000	0	N16_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N16_1_4/N16_1_4.h5	1098	10524956	0	N16_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N16_2_2/N16_2_2.h5	357	14660000	0	N16_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N16_2_3/N16_2_3.h5	4147	11233266	0	N16_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N16_2_4/N16_2_4.h5	4178	7679365	0	N16_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N17_1_2/N17_1_2.h5	108	11789800	0	N17_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N17_1_3/N17_1_3.h5	845	15365031	0	N17_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N17_1_4/N17_1_4.h5	1798	11968701	0	N17_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N17_2_2/N17_2_2.h5	206	3813108	0	N17_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N17_2_3/N17_2_3.h5	913	3438336	0	N17_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N17_2_4/N17_2_4.h5	77	439414	0	N17_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N18_1_2/N18_1_2.h5	64	8796313	0	N18_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N18_1_3/N18_1_3.h5	189	5770000	0	N18_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N18_1_4/N18_1_4.h5	11004	15524728	0	N18_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N18_2_2/N18_2_2.h5	17	11323327	0	N18_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N18_2_3/N18_2_3.h5	3	1390000	0	N18_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N18_2_4/N18_2_4.h5	25	472432	0	N18_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N19_1_2/N19_1_2.h5	6	14123229	0	N19_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N19_1_3/N19_1_3.h5	52	9824115	0	N19_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N19_1_4/N19_1_4.h5	1198	9538691	0	N19_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N19_2_2/N19_2_2.h5	248	18740000	0	N19_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N19_2_3/N19_2_3.h5	396	13834726	0	N19_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N19_2_4/N19_2_4.h5	268	2067637	0	N19_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N20_1_2/N20_1_2.h5	0	4491629	0	N20_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N20_1_3/N20_1_3.h5	261	17896303	0	N20_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N20_1_4/N20_1_4.h5	249	20181504	0	N20_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N20_2_2/N20_2_2.h5	149	12849568	0	N20_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N20_2_3/N20_2_3.h5	111	530000	0	N20_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N20_2_4/N20_2_4.h5	814	1689568	0	N20_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N21_1_2/N21_1_2.h5	1573	15937251	0	N21_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N21_1_3/N21_1_3.h5	13887	15195995	0	N21_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N21_1_4/N21_1_4.h5	3428	4259951	0	N21_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N21_2_2/N21_2_2.h5	696	8776106	0	N21_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N21_2_3/N21_2_3.h5	2565	2351551	0	N21_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N21_2_4/N21_2_4.h5	4272	4206151	0	N21_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N22_1_2/N22_1_2.h5	135	7460000	0	N22_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N22_1_3/N22_1_3.h5	1436	21290000	0	N22_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N22_1_4/N22_1_4.h5	5205	11019271	0	N22_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N22_2_2/N22_2_2.h5	57	9381592	0	N22_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N22_2_3/N22_2_3.h5	10356	9274741	0	N22_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N22_2_4/N22_2_4.h5	1261	1651476	0	N22_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N23_1_4/N23_1_4.h5	4377	4786223	0	N23_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N23_2_2/N23_2_2.h5	200	14799841	0	N23_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N23_2_3/N23_2_3.h5	1005	26440000	0	N23_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N23_2_4/N23_2_4.h5	3980	6783636	0	N23_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N24_1_2/N24_1_2.h5	512	4680000	0	N24_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N24_1_3/N24_1_3.h5	25	5010000	0	N24_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N24_1_4/N24_1_4.h5	7919	11207756	0	N24_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N24_2_3/N24_2_3.h5	62	14092721	0	N24_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N24_2_4/N24_2_4.h5	340	2785417	0	N24_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N25_1_2/N25_1_2.h5	185	18350000	0	N25_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N25_1_3/N25_1_3.h5	3	2790000	0	N25_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N25_1_4/N25_1_4.h5	1114	8105536	0	N25_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N25_2_2/N25_2_2.h5	405	13597555	0	N25_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N25_2_3/N25_2_3.h5	88	570000	0	N25_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N25_2_4/N25_2_4.h5	557	4055811	0	N25_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N26_1_4/N26_1_4.h5	286	2955479	0	N26_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N27_1_2/N27_1_2.h5	122	19133686	0	N27_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N27_1_3/N27_1_3.h5	727	16224214	0	N27_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N27_1_4/N27_1_4.h5	341	3514940	0	N27_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N27_2_3/N27_2_3.h5	1004	19491895	0	N27_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N27_2_4/N27_2_4.h5	501	3058340	0	N27_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N28_1_2/N28_1_2.h5	254	4174167	0	N28_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N28_1_3/N28_1_3.h5	114	460000	0	N28_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N28_1_4/N28_1_4.h5	2488	3854361	0	N28_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N28_2_3/N28_2_3.h5	3035	29593564	0	N28_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N28_2_4/N28_2_4.h5	1055	1981548	0	N28_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N29_1_2/N29_1_2.h5	6	1370000	0	N29_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N29_1_3/N29_1_3.h5	97	11968835	0	N29_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N29_1_4/N29_1_4.h5	242	6790428	0	N29_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N29_2_2/N29_2_2.h5	453	16377743	0	N29_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N29_2_3/N29_2_3.h5	435	26236570	0	N29_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N29_2_4/N29_2_4.h5	654	4007477	0	N29_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N30_1_2/N30_1_2.h5	0	1760000	0	N30_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N30_1_3/N30_1_3.h5	9	4271767	0	N30_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N30_1_4/N30_1_4.h5	6	2597847	0	N30_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N30_2_2/N30_2_2.h5	37	16865622	0	N30_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N30_2_4/N30_2_4.h5	1016	7211316	0	N30_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N31_1_2/N31_1_2.h5	437	20385848	0	N31_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N31_1_3/N31_1_3.h5	371	17760000	0	N31_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N31_1_4/N31_1_4.h5	323	1796446	0	N31_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N31_2_2/N31_2_2.h5	88	30525820	0	N31_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N31_2_4/N31_2_4.h5	2766	25167636	0	N31_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N32_1_2/N32_1_2.h5	61	717564	0	N32_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N32_1_3/N32_1_3.h5	39	19558918	0	N32_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N32_1_4/N32_1_4.h5	19	3658583	0	N32_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N32_2_3/N32_2_3.h5	540	20375556	0	N32_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N32_2_4/N32_2_4.h5	1133	7575956	0	N32_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N33_1_3/N33_1_3.h5	132	8719425	0	N33_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N33_1_4/N33_1_4.h5	0	630000	0	N33_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N33_2_3/N33_2_3.h5	198	4130000	0	N33_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N33_2_4/N33_2_4.h5	885	4279296	0	N33_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N34_1_2/N34_1_2.h5	0	250000	0	N34_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N34_1_3/N34_1_3.h5	0	350000	0	N34_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N34_1_4/N34_1_4.h5	0	5460000	0	N34_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N34_2_2/N34_2_2.h5	26	20060000	0	N34_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N34_2_3/N34_2_3.h5	178	18310818	0	N34_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N35_1_2/N35_1_2.h5	0	2934459	0	N35_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N35_1_3/N35_1_3.h5	0	1110000	0	N35_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N35_1_4/N35_1_4.h5	3077	9763654	0	N35_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N35_2_2/N35_2_2.h5	218	13640000	0	N35_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N35_2_3/N35_2_3.h5	137	13572053	0	N35_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N36_1_2/N36_1_2.h5	0	2770000	0	N36_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N36_1_3/N36_1_3.h5	0	1548233	0	N36_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N36_1_4/N36_1_4.h5	0	7267641	0	N36_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N36_2_2/N36_2_2.h5	35	18468866	0	N36_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N36_2_3/N36_2_3.h5	93	19187292	0	N36_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N37_1_2/N37_1_2.h5	314	8200000	0	N37_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N37_1_3/N37_1_3.h5	128	6800000	0	N37_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N38_1_2/N38_1_2.h5	0	9288762	0	N38_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N38_1_3/N38_1_3.h5	197	8572201	0	N38_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N38_1_4/N38_1_4.h5	40	1987616	0	N38_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N38_2_2/N38_2_2.h5	0	20123362	0	N38_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N38_2_3/N38_2_3.h5	1329	2188225	0	N38_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N38_2_4/N38_2_4.h5	15030	19680771	0	N38_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N39_1_2/N39_1_2.h5	119	37240000	0	N39_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N39_1_3/N39_1_3.h5	49	7445092	0	N39_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N39_1_4/N39_1_4.h5	20041	22219287	0	N39_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N39_2_2/N39_2_2.h5	370	11720000	0	N39_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N39_2_3/N39_2_3.h5	6852	16753358	0	N39_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N39_2_4/N39_2_4.h5	15748	20238708	0	N39_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N40_1_2/N40_1_2.h5	4260	28210000	0	N40_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N40_1_3/N40_1_3.h5	1707	25394528	0	N40_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N40_1_4/N40_1_4.h5	114428	38852783	0	N40_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N40_2_2/N40_2_2.h5	267	16770197	0	N40_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N40_2_3/N40_2_3.h5	2824	18232338	0	N40_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N41_1_2/N41_1_2.h5	1292	9211895	0	N41_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N41_1_3/N41_1_3.h5	15086	19558575	0	N41_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N41_1_4/N41_1_4.h5	27293	22158307	0	N41_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N41_2_2/N41_2_2.h5	495	11694070	0	N41_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N41_2_3/N41_2_3.h5	11270	18555178	0	N41_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N42_1_2/N42_1_2.h5	8476	34119837	0	N42_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N42_1_3/N42_1_3.h5	0	0	0	N42_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N42_1_4/N42_1_4.h5	52342	36259680	0	N42_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N42_2_2/N42_2_2.h5	5280	20328308	0	N42_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N42_2_3/N42_2_3.h5	3381	21369900	0	N42_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N43_1_2/N43_1_2.h5	4	11940000	0	N43_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N43_1_3/N43_1_3.h5	57	18580618	0	N43_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N43_2_2/N43_2_2.h5	149	15175201	0	N43_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N43_2_3/N43_2_3.h5	6452	16870000	0	N43_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N44_1_2/N44_1_2.h5	0	18586726	0	N44_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N44_1_3/N44_1_3.h5	6	2150000	0	N44_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N44_2_2/N44_2_2.h5	129	18634577	0	N44_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N44_2_3/N44_2_3.h5	58	12100000	0	N44_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N45_1_2/N45_1_2.h5	8882	25861428	0	N45_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N45_1_3/N45_1_3.h5	8663	12160177	0	N45_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N45_1_4/N45_1_4.h5	10612	9124294	0	N45_1_4
/fastpool/analysis/nicu_amr_stress/resistance/N45_2_2/N45_2_2.h5	29	17109468	0	N45_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N45_2_3/N45_2_3.h5	1625	12622719	0	N45_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N46_1_2/N46_1_2.h5	90	17392293	0	N46_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N46_1_3/N46_1_3.h5	12	11349968	0	N46_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N46_2_2/N46_2_2.h5	76	21847333	0	N46_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N46_2_3/N46_2_3.h5	519	28596499	0	N46_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N46_2_4/N46_2_4.h5	932	19370722	0	N46_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N47_1_2/N47_1_2.h5	92	21554581	0	N47_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N47_1_3/N47_1_3.h5	4	24173421	0	N47_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N47_2_2/N47_2_2.h5	83	19450000	0	N47_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N47_2_3/N47_2_3.h5	3646	22004158	0	N47_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N47_2_4/N47_2_4.h5	5902	18725809	0	N47_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N48_1_2/N48_1_2.h5	77	24889977	0	N48_1_2
/fastpool/analysis/nicu_amr_stress/resistance/N48_1_3/N48_1_3.h5	21	17235428	0	N48_1_3
/fastpool/analysis/nicu_amr_stress/resistance/N48_2_2/N48_2_2.h5	419	21734286	0	N48_2_2
/fastpool/analysis/nicu_amr_stress/resistance/N48_2_3/N48_2_3.h5	1792	18552173	0	N48_2_3
/fastpool/analysis/nicu_amr_stress/resistance/N48_2_4/N48_2_4.h5	3024	10396007	0	N48_2_4
/fastpool/analysis/nicu_amr_stress/resistance/N49_1_2/N49_1_2.h5	104	13100000	0	N49_1_2
