sample_name	resistance_type	rpm_sum	n_gene_families	SubjectID	Location	SampleType	SampleCollectionWeek
N49_2_4	unknown	2805.426911	59	N49	UCMC	Stool	Week.3
N49_1_4	intrinsic	85.262757	5	N49	UCMC	Stool	Week.1
N49_1_4	acquired	9785.450395	60	N49	UCMC	Stool	Week.1
N49_1_4	unknown	527.740439	48	N49	UCMC	Stool	Week.1
N50_1_3	intrinsic	0.0	0	N50	UCMC	Groin	Week.1
N50_1_3	acquired	0.0	0	N50	UCMC	Groin	Week.1
N50_1_3	unknown	0.0	0	N50	UCMC	Groin	Week.1
N50_2_2	intrinsic	1.59115	1	N50	UCMC	Axilla	Week.3
N50_2_2	acquired	4604.0904	45	N50	UCMC	Axilla	Week.3
N50_2_2	unknown	23.17212	8	N50	UCMC	Axilla	Week.3
N50_1_2	intrinsic	0.0	0	N50	UCMC	Axilla	Week.1
N50_1_2	acquired	0.0	0	N50	UCMC	Axilla	Week.1
N50_1_2	unknown	0.0	0	N50	UCMC	Axilla	Week.1
N50_2_4	intrinsic	1295.113532	18	N50	UCMC	Stool	Week.3
N50_2_4	acquired	3391.788995	73	N50	UCMC	Stool	Week.3
N50_2_4	unknown	2681.749722	61	N50	UCMC	Stool	Week.3
N50_2_3	intrinsic	697.58807	16	N50	UCMC	Groin	Week.3
N50_2_3	acquired	2160.113168	84	N50	UCMC	Groin	Week.3
N50_2_3	unknown	1495.398377	59	N50	UCMC	Groin	Week.3
N51_1_2	intrinsic	57.2751	2	N51	UCMC	Axilla	Week.1
N51_1_2	acquired	3790.221642	50	N51	UCMC	Axilla	Week.1
N51_1_2	unknown	732.058788	23	N51	UCMC	Axilla	Week.1
N51_1_3	intrinsic	1.63575	1	N51	UCMC	Groin	Week.1
N51_1_3	acquired	308.384353	34	N51	UCMC	Groin	Week.1
N51_1_3	unknown	47.969664	8	N51	UCMC	Groin	Week.1
N51_1_4	intrinsic	0.0	0	N51	UCMC	Stool	Week.1
N51_1_4	acquired	0.0	0	N51	UCMC	Stool	Week.1
N51_1_4	unknown	0.286457	2	N51	UCMC	Stool	Week.1
N51_2_2	intrinsic	1.86895	1	N51	UCMC	Axilla	Week.3
N51_2_2	acquired	842.869369	37	N51	UCMC	Axilla	Week.3
N51_2_2	unknown	30.625761	4	N51	UCMC	Axilla	Week.3
N51_2_3	intrinsic	317.12173	16	N51	UCMC	Groin	Week.3
N51_2_3	acquired	1515.343214	53	N51	UCMC	Groin	Week.3
N51_2_3	unknown	482.247821	46	N51	UCMC	Groin	Week.3
N51_2_4	intrinsic	1911.959	16	N51	UCMC	Stool	Week.3
N51_2_4	acquired	5764.96378	65	N51	UCMC	Stool	Week.3
N51_2_4	unknown	3210.72112	50	N51	UCMC	Stool	Week.3
N52_1_2	intrinsic	0.0	0	N52	UCMC	Axilla	Week.1
N52_1_2	acquired	14.769074	2	N52	UCMC	Axilla	Week.1
N52_1_2	unknown	4.49968	2	N52	UCMC	Axilla	Week.1
N52_1_3	intrinsic	94.08738	2	N52	UCMC	Groin	Week.1
N52_1_3	acquired	3191.240285	48	N52	UCMC	Groin	Week.1
N52_1_3	unknown	734.326123	39	N52	UCMC	Groin	Week.1
N52_1_4	intrinsic	1128.42655	12	N52	UCMC	Stool	Week.1
N52_1_4	acquired	5730.398271	73	N52	UCMC	Stool	Week.1
N52_1_4	unknown	2457.3411542	56	N52	UCMC	Stool	Week.1
N52_2_2	intrinsic	54.621399999999994	2	N52	UCMC	Axilla	Week.3
N52_2_2	acquired	4191.41956	46	N52	UCMC	Axilla	Week.3
N52_2_2	unknown	759.317632	15	N52	UCMC	Axilla	Week.3
N52_2_3	intrinsic	1906.899925	14	N52	UCMC	Groin	Week.3
N52_2_3	acquired	7714.856013	47	N52	UCMC	Groin	Week.3
N52_2_3	unknown	3897.50137	52	N52	UCMC	Groin	Week.3
N52_2_4	intrinsic	1361.4939	13	N52	UCMC	Stool	Week.3
N52_2_4	acquired	6225.97144	51	N52	UCMC	Stool	Week.3
N52_2_4	unknown	3612.9357099999997	50	N52	UCMC	Stool	Week.3
N53_1_2	intrinsic	20.884300000000003	2	N53	UCMC	Axilla	Week.1
N53_1_2	acquired	1552.317702	53	N53	UCMC	Axilla	Week.1
N53_1_2	unknown	208.439434	32	N53	UCMC	Axilla	Week.1
N53_1_3	intrinsic	748.89006	12	N53	UCMC	Groin	Week.1
N53_1_3	acquired	4170.560157	84	N53	UCMC	Groin	Week.1
N53_1_3	unknown	1832.57829	52	N53	UCMC	Groin	Week.1
N53_1_4	intrinsic	1177.9560999999999	12	N53	UCMC	Stool	Week.1
N53_1_4	acquired	5551.3337124	45	N53	UCMC	Stool	Week.1
N53_1_4	unknown	2633.42655	31	N53	UCMC	Stool	Week.1
N53_2_2	intrinsic	16.6292	4	N53	UCMC	Axilla	Week.3
N53_2_2	acquired	1533.751436	52	N53	UCMC	Axilla	Week.3
N53_2_2	unknown	61.666653000000004	28	N53	UCMC	Axilla	Week.3
N53_2_3	intrinsic	18.77001	2	N53	UCMC	Groin	Week.3
N53_2_3	acquired	532.532037	50	N53	UCMC	Groin	Week.3
N53_2_3	unknown	119.668193	27	N53	UCMC	Groin	Week.3
N53_2_4	intrinsic	1758.4861	16	N53	UCMC	Stool	Week.3
N53_2_4	acquired	5519.709492	56	N53	UCMC	Stool	Week.3
N53_2_4	unknown	3835.59011	70	N53	UCMC	Stool	Week.3
N54_1_3	intrinsic	2.11285	1	N54	UCMC	Groin	Week.1
N54_1_3	acquired	408.485545	21	N54	UCMC	Groin	Week.1
N54_1_3	unknown	48.29372	3	N54	UCMC	Groin	Week.1
N54_1_4	intrinsic	973.18155	12	N54	UCMC	Stool	Week.1
N54_1_4	acquired	5663.825386	69	N54	UCMC	Stool	Week.1
N54_1_4	unknown	1955.1099562	36	N54	UCMC	Stool	Week.1
N54_2_2	intrinsic	26.2947	2	N54	UCMC	Axilla	Week.3
N54_2_2	acquired	2584.46107	54	N54	UCMC	Axilla	Week.3
N54_2_2	unknown	292.104791	16	N54	UCMC	Axilla	Week.3
N54_2_3	intrinsic	1667.27289	15	N54	UCMC	Groin	Week.3
N54_2_3	acquired	6745.69676	52	N54	UCMC	Groin	Week.3
N54_2_3	unknown	3023.18572	48	N54	UCMC	Groin	Week.3
N54_2_4	intrinsic	1559.26232	17	N54	UCMC	Stool	Week.3
N54_2_4	acquired	4670.810313	57	N54	UCMC	Stool	Week.3
N54_2_4	unknown	2418.22592	50	N54	UCMC	Stool	Week.3
N54_1_2	intrinsic	31.6793	1	N54	UCMC	Axilla	Week.1
N54_1_2	acquired	7109.67733	53	N54	UCMC	Axilla	Week.1
N54_1_2	unknown	696.352982	8	N54	UCMC	Axilla	Week.1
N55_1_2	intrinsic	6.17156	1	N55	UCMC	Axilla	Week.1
N55_1_2	acquired	2350.437345	35	N55	UCMC	Axilla	Week.1
N55_1_2	unknown	372.149661	10	N55	UCMC	Axilla	Week.1
N55_1_3	intrinsic	0.0	0	N55	UCMC	Groin	Week.1
N55_1_3	acquired	7.88085	1	N55	UCMC	Groin	Week.1
N55_1_3	unknown	10.27428	2	N55	UCMC	Groin	Week.1
N55_1_4	intrinsic	27.9933	1	N55	UCMC	Stool	Week.1
N55_1_4	acquired	3815.309561	46	N55	UCMC	Stool	Week.1
N55_1_4	unknown	404.559073	8	N55	UCMC	Stool	Week.1
N55_2_3	intrinsic	1376.6500999999998	13	N55	UCMC	Groin	Week.3
N55_2_3	acquired	5882.612602	54	N55	UCMC	Groin	Week.3
N55_2_3	unknown	2508.534089	34	N55	UCMC	Groin	Week.3
N55_2_4	intrinsic	827.7542100000001	11	N55	UCMC	Stool	Week.3
N55_2_4	acquired	4358.922534	56	N55	UCMC	Stool	Week.3
N55_2_4	unknown	1718.71948	29	N55	UCMC	Stool	Week.3
N55_2_2	intrinsic	6.48893	1	N55	UCMC	Axilla	Week.3
N55_2_2	acquired	3891.711156	44	N55	UCMC	Axilla	Week.3
N55_2_2	unknown	134.00898	9	N55	UCMC	Axilla	Week.3
N56_1_2	intrinsic	84.8709	1	N56	UCMC	Axilla	Week.1
N56_1_2	acquired	13412.915544	42	N56	UCMC	Axilla	Week.1
N56_1_2	unknown	3142.367021	9	N56	UCMC	Axilla	Week.1
N56_1_4	intrinsic	2136.4248	16	N56	UCMC	Stool	Week.1
N56_1_4	acquired	6345.3781	36	N56	UCMC	Stool	Week.1
N56_1_4	unknown	4762.14336	27	N56	UCMC	Stool	Week.1
N56_1_3	intrinsic	23.477178	6	N56	UCMC	Groin	Week.1
N56_1_3	acquired	1750.604214	47	N56	UCMC	Groin	Week.1
N56_1_3	unknown	229.89537099999998	19	N56	UCMC	Groin	Week.1
N57_1_3	intrinsic	497.65798	14	N57	UCMC	Groin	Week.1
N57_1_3	acquired	2255.261684	52	N57	UCMC	Groin	Week.1
N57_1_3	unknown	1240.192225	43	N57	UCMC	Groin	Week.1
N57_1_4	intrinsic	108.8827	2	N57	UCMC	Stool	Week.1
N57_1_4	acquired	4189.362938	41	N57	UCMC	Stool	Week.1
N57_1_4	unknown	579.521127	8	N57	UCMC	Stool	Week.1
N57_2_2	intrinsic	82.88239999999999	2	N57	UCMC	Axilla	Week.3
N57_2_2	acquired	6285.617107	56	N57	UCMC	Axilla	Week.3
N57_2_2	unknown	689.129321	11	N57	UCMC	Axilla	Week.3
N57_1_2	intrinsic	59.043264	13	N57	UCMC	Axilla	Week.1
N57_1_2	acquired	460.762135	68	N57	UCMC	Axilla	Week.1
N57_1_2	unknown	159.090246	39	N57	UCMC	Axilla	Week.1
N57_2_4	intrinsic	1545.0600200000001	16	N57	UCMC	Stool	Week.3
N57_2_4	acquired	4687.320774	60	N57	UCMC	Stool	Week.3
N57_2_4	unknown	2145.210049	46	N57	UCMC	Stool	Week.3
N57_2_3	intrinsic	28.130499999999998	2	N57	UCMC	Groin	Week.3
N57_2_3	acquired	1157.950933	49	N57	UCMC	Groin	Week.3
N57_2_3	unknown	239.170038	27	N57	UCMC	Groin	Week.3
N58_1_2	intrinsic	4.84847	1	N58	UCMC	Axilla	Week.1
N58_1_2	acquired	2281.46736	47	N58	UCMC	Axilla	Week.1
N58_1_2	unknown	124.93462	3	N58	UCMC	Axilla	Week.1
N58_1_3	intrinsic	4.11856	1	N58	UCMC	Groin	Week.1
N58_1_3	acquired	308.786192	30	N58	UCMC	Groin	Week.1
N58_1_3	unknown	81.28004	7	N58	UCMC	Groin	Week.1
N58_2_2	intrinsic	8.87027	1	N58	UCMC	Axilla	Week.3
N58_2_2	acquired	4970.317296	44	N58	UCMC	Axilla	Week.3
N58_2_2	unknown	196.717458	6	N58	UCMC	Axilla	Week.3
N58_2_3	intrinsic	1828.9333	13	N58	UCMC	Groin	Week.3
N58_2_3	acquired	7673.51221	42	N58	UCMC	Groin	Week.3
N58_2_3	unknown	1702.85099	15	N58	UCMC	Groin	Week.3
N58_2_4	intrinsic	1266.9528	13	N58	UCMC	Stool	Week.3
N58_2_4	acquired	4925.008362	50	N58	UCMC	Stool	Week.3
N58_2_4	unknown	1326.14268	16	N58	UCMC	Stool	Week.3
N58_1_4	intrinsic	1272.44252	16	N58	UCMC	Stool	Week.1
N58_1_4	acquired	5076.2594659999995	57	N58	UCMC	Stool	Week.1
N58_1_4	unknown	1382.24498	19	N58	UCMC	Stool	Week.1
N59_1_2	intrinsic	49.0281	1	N59	UCMC	Axilla	Week.1
N59_1_2	acquired	8363.7169	48	N59	UCMC	Axilla	Week.1
N59_1_2	unknown	1046.6761510000001	7	N59	UCMC	Axilla	Week.1
N59_1_4	intrinsic	19.433501	2	N59	UCMC	Stool	Week.1
N59_1_4	acquired	5578.45766	42	N59	UCMC	Stool	Week.1
N59_1_4	unknown	167.69937	9	N59	UCMC	Stool	Week.1
N59_1_3	intrinsic	12.6988	1	N59	UCMC	Groin	Week.1
N59_1_3	acquired	2638.72927	38	N59	UCMC	Groin	Week.1
N59_1_3	unknown	273.631708	7	N59	UCMC	Groin	Week.1
N60_1_2	intrinsic	2.20098	1	N60	UCMC	Axilla	Week.1
N60_1_2	acquired	715.752213	38	N60	UCMC	Axilla	Week.1
N60_1_2	unknown	88.415549	6	N60	UCMC	Axilla	Week.1
N60_1_3	intrinsic	0.0	0	N60	UCMC	Groin	Week.1
N60_1_3	acquired	0.0	0	N60	UCMC	Groin	Week.1
N60_1_3	unknown	0.0	0	N60	UCMC	Groin	Week.1
N60_1_4	intrinsic	954.426751	14	N60	UCMC	Stool	Week.1
N60_1_4	acquired	5865.395306	66	N60	UCMC	Stool	Week.1
N60_1_4	unknown	2216.596745	51	N60	UCMC	Stool	Week.1
N60_2_3	intrinsic	1273.4375	13	N60	UCMC	Groin	Week.3
N60_2_3	acquired	6642.75083	48	N60	UCMC	Groin	Week.3
N60_2_3	unknown	1428.6833120000001	42	N60	UCMC	Groin	Week.3
N60_2_4	intrinsic	766.47695	13	N60	UCMC	Stool	Week.3
N60_2_4	acquired	4670.858603	67	N60	UCMC	Stool	Week.3
N60_2_4	unknown	1675.846239	48	N60	UCMC	Stool	Week.3
N60_2_2	intrinsic	7.82625	1	N60	UCMC	Axilla	Week.3
N60_2_2	acquired	4671.657717	41	N60	UCMC	Axilla	Week.3
N60_2_2	unknown	147.658078	5	N60	UCMC	Axilla	Week.3
N61_1_3	intrinsic	2.8393	1	N61	UCMC	Groin	Week.1
N61_1_3	acquired	228.947476	29	N61	UCMC	Groin	Week.1
N61_1_3	unknown	16.575386	4	N61	UCMC	Groin	Week.1
N61_1_4	intrinsic	0.160655	1	N61	UCMC	Stool	Week.1
N61_1_4	acquired	7312.5009912	45	N61	UCMC	Stool	Week.1
N61_1_4	unknown	81.51514399999999	5	N61	UCMC	Stool	Week.1
N61_2_2	intrinsic	54.79248	2	N61	UCMC	Axilla	Week.3
N61_2_2	acquired	8078.049909	54	N61	UCMC	Axilla	Week.3
N61_2_2	unknown	1123.148596	10	N61	UCMC	Axilla	Week.3
N61_1_2	intrinsic	12.430019999999999	2	N61	UCMC	Axilla	Week.1
N61_1_2	acquired	1170.803821	49	N61	UCMC	Axilla	Week.1
N61_1_2	unknown	94.20930100000001	8	N61	UCMC	Axilla	Week.1
N61_2_4	intrinsic	133.6287	6	N61	UCMC	Stool	Week.3
N61_2_4	acquired	374.77487	14	N61	UCMC	Stool	Week.3
N61_2_4	unknown	459.76493999999997	18	N61	UCMC	Stool	Week.3
N61_2_3	intrinsic	1.10839	1	N61	UCMC	Groin	Week.3
N61_2_3	acquired	706.499054	46	N61	UCMC	Groin	Week.3
N61_2_3	unknown	15.9473056	4	N61	UCMC	Groin	Week.3
N62_1_2	intrinsic	12.8721	1	N62	UCMC	Axilla	Week.1
N62_1_2	acquired	4078.932456	50	N62	UCMC	Axilla	Week.1
N62_1_2	unknown	359.37532	6	N62	UCMC	Axilla	Week.1
N62_1_3	intrinsic	0.0	0	N62	UCMC	Groin	Week.1
N62_1_3	acquired	110.67193999999999	2	N62	UCMC	Groin	Week.1
N62_1_3	unknown	11.33932	2	N62	UCMC	Groin	Week.1
N62_2_2	intrinsic	7.39925	1	N62	UCMC	Axilla	Week.3
N62_2_2	acquired	2079.853138	58	N62	UCMC	Axilla	Week.3
N62_2_2	unknown	171.44458500000002	13	N62	UCMC	Axilla	Week.3
N62_2_3	intrinsic	7.340946	3	N62	UCMC	Groin	Week.3
N62_2_3	acquired	171.168261	29	N62	UCMC	Groin	Week.3
N62_2_3	unknown	15.328116000000001	10	N62	UCMC	Groin	Week.3
N62_2_4	intrinsic	1010.9038	13	N62	UCMC	Stool	Week.3
N62_2_4	acquired	4957.974664	59	N62	UCMC	Stool	Week.3
N62_2_4	unknown	2475.977694	61	N62	UCMC	Stool	Week.3
N62_1_4	intrinsic	1113.67932	13	N62	UCMC	Stool	Week.1
N62_1_4	acquired	5538.183312	55	N62	UCMC	Stool	Week.1
N62_1_4	unknown	1702.192478	38	N62	UCMC	Stool	Week.1
N63_1_3	intrinsic	149.01389	13	N63	UCMC	Groin	Week.1
N63_1_3	acquired	3835.221741	72	N63	UCMC	Groin	Week.1
N63_1_3	unknown	808.418769	64	N63	UCMC	Groin	Week.1
N63_1_4	intrinsic	1035.5197	12	N63	UCMC	Stool	Week.1
N63_1_4	acquired	6451.814756	78	N63	UCMC	Stool	Week.1
N63_1_4	unknown	2931.065417	71	N63	UCMC	Stool	Week.1
N63_2_2	intrinsic	31.204913	7	N63	UCMC	Axilla	Week.3
N63_2_2	acquired	1067.111784	47	N63	UCMC	Axilla	Week.3
N63_2_2	unknown	318.24774	20	N63	UCMC	Axilla	Week.3
N63_2_3	intrinsic	205.21299	13	N63	UCMC	Groin	Week.3
N63_2_3	acquired	1072.673932	50	N63	UCMC	Groin	Week.3
N63_2_3	unknown	417.0272938	45	N63	UCMC	Groin	Week.3
N63_2_4	intrinsic	1107.4734	12	N63	UCMC	Stool	Week.3
N63_2_4	acquired	5947.2717059999995	68	N63	UCMC	Stool	Week.3
N63_2_4	unknown	2115.329116	52	N63	UCMC	Stool	Week.3
N63_1_2	intrinsic	35.4459	2	N63	UCMC	Axilla	Week.1
N63_1_2	acquired	992.83352	41	N63	UCMC	Axilla	Week.1
N63_1_2	unknown	340.45478	26	N63	UCMC	Axilla	Week.1
N64_1_2	intrinsic	6.98856	2	N64	UCMC	Axilla	Week.1
N64_1_2	acquired	733.11487	42	N64	UCMC	Axilla	Week.1
N64_1_2	unknown	53.80685	4	N64	UCMC	Axilla	Week.1
N64_1_3	intrinsic	1.23501	1	N64	UCMC	Groin	Week.1
N64_1_3	acquired	126.493606	23	N64	UCMC	Groin	Week.1
N64_1_3	unknown	32.53779	3	N64	UCMC	Groin	Week.1
N64_1_4	intrinsic	49.707	2	N64	UCMC	Stool	Week.1
N64_1_4	acquired	2059.846644	58	N64	UCMC	Stool	Week.1
N64_1_4	unknown	289.634001	52	N64	UCMC	Stool	Week.1
N64_2_3	intrinsic	41.009152	9	N64	UCMC	Groin	Week.3
N64_2_3	acquired	532.903434	68	N64	UCMC	Groin	Week.3
N64_2_3	unknown	158.892632	44	N64	UCMC	Groin	Week.3
N64_2_4	intrinsic	419.935943	11	N64	UCMC	Stool	Week.3
N64_2_4	acquired	2466.807484	83	N64	UCMC	Stool	Week.3
N64_2_4	unknown	1136.1747845	62	N64	UCMC	Stool	Week.3
N64_2_2	intrinsic	10.211490000000001	2	N64	UCMC	Axilla	Week.3
N64_2_2	acquired	791.794721	41	N64	UCMC	Axilla	Week.3
N64_2_2	unknown	110.459907	17	N64	UCMC	Axilla	Week.3
N65_1_2	intrinsic	41.6878	1	N65	UCMC	Axilla	Week.1
N65_1_2	acquired	9365.9889	43	N65	UCMC	Axilla	Week.1
N65_1_2	unknown	962.5987799999999	7	N65	UCMC	Axilla	Week.1
N65_1_4	intrinsic	568.25152	12	N65	UCMC	Stool	Week.1
N65_1_4	acquired	2671.150061	61	N65	UCMC	Stool	Week.1
N65_1_4	unknown	565.869209	19	N65	UCMC	Stool	Week.1
N65_2_2	intrinsic	22.667	1	N65	UCMC	Axilla	Week.3
N65_2_2	acquired	6382.380352	50	N65	UCMC	Axilla	Week.3
N65_2_2	unknown	432.770791	10	N65	UCMC	Axilla	Week.3
N65_2_3	intrinsic	181.67216000000002	13	N65	UCMC	Groin	Week.3
N65_2_3	acquired	1123.087175	75	N65	UCMC	Groin	Week.3
N65_2_3	unknown	460.995276	48	N65	UCMC	Groin	Week.3
N65_2_4	intrinsic	523.826701	12	N65	UCMC	Stool	Week.3
N65_2_4	acquired	2718.65047	82	N65	UCMC	Stool	Week.3
N65_2_4	unknown	1273.256845	54	N65	UCMC	Stool	Week.3
N65_1_3	intrinsic	220.33399	12	N65	UCMC	Groin	Week.1
N65_1_3	acquired	2198.712098	80	N65	UCMC	Groin	Week.1
N65_1_3	unknown	291.22858	22	N65	UCMC	Groin	Week.1
N66_1_3	intrinsic	8.84135	3	N66	UCMC	Groin	Week.1
N66_1_3	acquired	116.135784	26	N66	UCMC	Groin	Week.1
N66_1_3	unknown	38.321349999999995	20	N66	UCMC	Groin	Week.1
N66_1_4	intrinsic	133.515	2	N66	UCMC	Stool	Week.1
N66_1_4	acquired	4781.29741	56	N66	UCMC	Stool	Week.1
N66_1_4	unknown	1051.3047139999999	32	N66	UCMC	Stool	Week.1
N66_2_2	intrinsic	23.719594	5	N66	UCMC	Axilla	Week.3
N66_2_2	acquired	1701.470776	49	N66	UCMC	Axilla	Week.3
N66_2_2	unknown	87.549434	21	N66	UCMC	Axilla	Week.3
N66_1_2	intrinsic	28.157899999999998	2	N66	UCMC	Axilla	Week.1
N66_1_2	acquired	2661.228004	64	N66	UCMC	Axilla	Week.1
N66_1_2	unknown	271.97290499999997	22	N66	UCMC	Axilla	Week.1
N66_2_4	intrinsic	1093.09414	13	N66	UCMC	Stool	Week.3
N66_2_4	acquired	5770.614574	85	N66	UCMC	Stool	Week.3
N66_2_4	unknown	2428.116965	53	N66	UCMC	Stool	Week.3
N66_2_3	intrinsic	378.254658	16	N66	UCMC	Groin	Week.3
N66_2_3	acquired	5907.074332	75	N66	UCMC	Groin	Week.3
N66_2_3	unknown	1691.208056	45	N66	UCMC	Groin	Week.3
N67_1_2	intrinsic	101.1448	2	N67	UCMC	Axilla	Week.1
N67_1_2	acquired	5598.985155	43	N67	UCMC	Axilla	Week.1
N67_1_2	unknown	1221.804955	27	N67	UCMC	Axilla	Week.1
N67_1_3	intrinsic	31.4666	2	N67	UCMC	Groin	Week.1
N67_1_3	acquired	1371.133434	43	N67	UCMC	Groin	Week.1
N67_1_3	unknown	221.59089500000002	25	N67	UCMC	Groin	Week.1
N67_2_2	intrinsic	1.35523	1	N67	UCMC	Axilla	Week.3
N67_2_2	acquired	4129.664177	39	N67	UCMC	Axilla	Week.3
N67_2_2	unknown	64.7383	10	N67	UCMC	Axilla	Week.3
N67_2_3	intrinsic	468.07819	16	N67	UCMC	Groin	Week.3
N67_2_3	acquired	2647.764679	68	N67	UCMC	Groin	Week.3
N67_2_3	unknown	743.582545	46	N67	UCMC	Groin	Week.3
N67_2_4	intrinsic	257.695441	18	N67	UCMC	Stool	Week.3
N67_2_4	acquired	2303.115989	103	N67	UCMC	Stool	Week.3
N67_2_4	unknown	443.47074200000003	89	N67	UCMC	Stool	Week.3
N67_1_4	intrinsic	277.07	2	N67	UCMC	Stool	Week.1
N67_1_4	acquired	5935.1859607	51	N67	UCMC	Stool	Week.1
N67_1_4	unknown	1435.8772758	30	N67	UCMC	Stool	Week.1
N68_1_2	intrinsic	79.3101	2	N68	UCMC	Axilla	Week.1
N68_1_2	acquired	7486.965335	53	N68	UCMC	Axilla	Week.1
N68_1_2	unknown	1060.60674	21	N68	UCMC	Axilla	Week.1
N68_1_3	intrinsic	98.67609999999999	2	N68	UCMC	Groin	Week.1
N68_1_3	acquired	5732.463768	60	N68	UCMC	Groin	Week.1
N68_1_3	unknown	742.6166350000001	31	N68	UCMC	Groin	Week.1
N68_2_2	intrinsic	1.85955	1	N68	UCMC	Axilla	Week.3
N68_2_2	acquired	347.401287	24	N68	UCMC	Axilla	Week.3
N68_2_2	unknown	32.56592	2	N68	UCMC	Axilla	Week.3
N68_2_3	intrinsic	0.0	0	N68	UCMC	Groin	Week.3
N68_2_3	acquired	45.918901999999996	4	N68	UCMC	Groin	Week.3
N68_2_3	unknown	5.05368	2	N68	UCMC	Groin	Week.3
N68_2_4	intrinsic	93.7076	2	N68	UCMC	Stool	Week.3
N68_2_4	acquired	5077.5658	50	N68	UCMC	Stool	Week.3
N68_2_4	unknown	618.879036	25	N68	UCMC	Stool	Week.3
N68_1_4	intrinsic	1.055	1	N68	UCMC	Stool	Week.1
N68_1_4	acquired	1761.545553	35	N68	UCMC	Stool	Week.1
N68_1_4	unknown	247.0815055	11	N68	UCMC	Stool	Week.1
ZJH_N1_1_2	intrinsic	0.0	0	ZJH_N1	ZCH	Axilla	Week.1
ZJH_N1_1_2	acquired	29.21926	2	ZJH_N1	ZCH	Axilla	Week.1
ZJH_N1_1_2	unknown	0.0	0	ZJH_N1	ZCH	Axilla	Week.1
ZJH_N1_1_3	intrinsic	0.0	0	ZJH_N1	ZCH	Groin	Week.1
ZJH_N1_1_3	acquired	0.0	0	ZJH_N1	ZCH	Groin	Week.1
ZJH_N1_1_3	unknown	0.0	0	ZJH_N1	ZCH	Groin	Week.1
ZJH_N1_1_4	intrinsic	0.0	0	ZJH_N1	ZCH	Stool	Week.1
ZJH_N1_1_4	acquired	0.160819	1	ZJH_N1	ZCH	Stool	Week.1
ZJH_N1_1_4	unknown	0.0	0	ZJH_N1	ZCH	Stool	Week.1
ZJH_N1_2_2	intrinsic	0.308556	1	ZJH_N1	ZCH	Axilla	Week.3
ZJH_N1_2_2	acquired	603.877345	24	ZJH_N1	ZCH	Axilla	Week.3
ZJH_N1_2_2	unknown	0.0	0	ZJH_N1	ZCH	Axilla	Week.3
ZJH_N1_2_3	intrinsic	1311.47466	16	ZJH_N1	ZCH	Groin	Week.3
ZJH_N1_2_3	acquired	6252.503923	72	ZJH_N1	ZCH	Groin	Week.3
ZJH_N1_2_3	unknown	1581.806598	54	ZJH_N1	ZCH	Groin	Week.3
ZJH_N1_2_4	intrinsic	2451.3573	16	ZJH_N1	ZCH	Stool	Week.3
ZJH_N1_2_4	acquired	8022.936521	75	ZJH_N1	ZCH	Stool	Week.3
ZJH_N1_2_4	unknown	2940.9157490000002	56	ZJH_N1	ZCH	Stool	Week.3
ZJH_N2_1_2	intrinsic	0.0	0	ZJH_N2	ZCH	Axilla	Week.1
ZJH_N2_1_2	acquired	342.068941	28	ZJH_N2	ZCH	Axilla	Week.1
ZJH_N2_1_2	unknown	57.861194999999995	7	ZJH_N2	ZCH	Axilla	Week.1
ZJH_N2_1_3	intrinsic	0.0	0	ZJH_N2	ZCH	Groin	Week.1
ZJH_N2_1_3	acquired	91.379529	9	ZJH_N2	ZCH	Groin	Week.1
ZJH_N2_1_3	unknown	1.28462	1	ZJH_N2	ZCH	Groin	Week.1
ZJH_N2_1_4	intrinsic	0.0	0	ZJH_N2	ZCH	Stool	Week.1
ZJH_N2_1_4	acquired	1111.1007260000001	31	ZJH_N2	ZCH	Stool	Week.1
ZJH_N2_1_4	unknown	252.36606	8	ZJH_N2	ZCH	Stool	Week.1
ZJH_N2_2_2	intrinsic	0.707539	1	ZJH_N2	ZCH	Axilla	Week.3
ZJH_N2_2_2	acquired	4370.647568	31	ZJH_N2	ZCH	Axilla	Week.3
ZJH_N2_2_2	unknown	38.297774	7	ZJH_N2	ZCH	Axilla	Week.3
ZJH_N2_2_3	intrinsic	0.822519	1	ZJH_N2	ZCH	Groin	Week.3
ZJH_N2_2_3	acquired	403.129917	17	ZJH_N2	ZCH	Groin	Week.3
ZJH_N2_2_3	unknown	3.719216	2	ZJH_N2	ZCH	Groin	Week.3
ZJH_N2_2_4	intrinsic	16.492122000000002	2	ZJH_N2	ZCH	Stool	Week.3
ZJH_N2_2_4	acquired	10543.558031	61	ZJH_N2	ZCH	Stool	Week.3
ZJH_N2_2_4	unknown	1295.158582	28	ZJH_N2	ZCH	Stool	Week.3
ZJH_N3_1_2	intrinsic	0.906291	1	ZJH_N3	ZCH	Axilla	Week.1
ZJH_N3_1_2	acquired	514.553785	27	ZJH_N3	ZCH	Axilla	Week.1
ZJH_N3_1_2	unknown	3.098928	2	ZJH_N3	ZCH	Axilla	Week.1
ZJH_N3_1_3	intrinsic	22.283973	10	ZJH_N3	ZCH	Groin	Week.1
ZJH_N3_1_3	acquired	932.017385	38	ZJH_N3	ZCH	Groin	Week.1
ZJH_N3_1_3	unknown	27.453202	23	ZJH_N3	ZCH	Groin	Week.1
ZJH_N3_2_2	intrinsic	4.10198	1	ZJH_N3	ZCH	Axilla	Week.3
