sample_name	resistance_type	rpm_sum	n_gene_families	SubjectID	Location	SampleType	SampleCollectionWeek
ZJH_N23_1_2	unknown	30.81452	3	ZJH_N23	ZCH	Axilla	Week.1
ZJH_N23_1_3	intrinsic	0.0	0	ZJH_N23	ZCH	Groin	Week.1
ZJH_N23_1_3	acquired	1.195544	1	ZJH_N23	ZCH	Groin	Week.1
ZJH_N23_1_3	unknown	0.0	0	ZJH_N23	ZCH	Groin	Week.1
ZJH_N23_1_4	intrinsic	6.08031	3	ZJH_N23	ZCH	Stool	Week.1
ZJH_N23_1_4	acquired	109.69146	25	ZJH_N23	ZCH	Stool	Week.1
ZJH_N23_1_4	unknown	0.536498	1	ZJH_N23	ZCH	Stool	Week.1
ZJH_N23_2_2	intrinsic	12.13841	1	ZJH_N23	ZCH	Axilla	Week.3
ZJH_N23_2_2	acquired	4123.940735	26	ZJH_N23	ZCH	Axilla	Week.3
ZJH_N23_2_2	unknown	36.415208	10	ZJH_N23	ZCH	Axilla	Week.3
ZJH_N23_2_3	intrinsic	2339.814972	13	ZJH_N23	ZCH	Groin	Week.3
ZJH_N23_2_3	acquired	12244.721181	54	ZJH_N23	ZCH	Groin	Week.3
ZJH_N23_2_3	unknown	4171.986953	48	ZJH_N23	ZCH	Groin	Week.3
ZJH_N23_2_4	intrinsic	278.111829	11	ZJH_N23	ZCH	Stool	Week.3
ZJH_N23_2_4	acquired	5142.261684	44	ZJH_N23	ZCH	Stool	Week.3
ZJH_N23_2_4	unknown	134.063157	34	ZJH_N23	ZCH	Stool	Week.3
ZJH_N24_1_2	intrinsic	0.0	0	ZJH_N24	ZCH	Axilla	Week.1
ZJH_N24_1_2	acquired	15700.030509	28	ZJH_N24	ZCH	Axilla	Week.1
ZJH_N24_1_2	unknown	17.56657	3	ZJH_N24	ZCH	Axilla	Week.1
ZJH_N24_1_3	intrinsic	0.0	0	ZJH_N24	ZCH	Groin	Week.1
ZJH_N24_1_3	acquired	0.0	0	ZJH_N24	ZCH	Groin	Week.1
ZJH_N24_1_3	unknown	0.0	0	ZJH_N24	ZCH	Groin	Week.1
ZJH_N24_1_4	intrinsic	0.0	0	ZJH_N24	ZCH	Stool	Week.1
ZJH_N24_1_4	acquired	1146.14547	29	ZJH_N24	ZCH	Stool	Week.1
ZJH_N24_1_4	unknown	58.76059	4	ZJH_N24	ZCH	Stool	Week.1
ZJH_N24_2_2	intrinsic	57.207601	12	ZJH_N24	ZCH	Axilla	Week.3
ZJH_N24_2_2	acquired	1212.856834	52	ZJH_N24	ZCH	Axilla	Week.3
ZJH_N24_2_2	unknown	131.076675	30	ZJH_N24	ZCH	Axilla	Week.3
ZJH_N24_2_3	intrinsic	450.56093	13	ZJH_N24	ZCH	Groin	Week.3
ZJH_N24_2_3	acquired	5148.709565	50	ZJH_N24	ZCH	Groin	Week.3
ZJH_N24_2_3	unknown	728.216804	32	ZJH_N24	ZCH	Groin	Week.3
ZJH_N24_2_4	intrinsic	1526.8965	16	ZJH_N24	ZCH	Stool	Week.3
ZJH_N24_2_4	acquired	29554.482291	46	ZJH_N24	ZCH	Stool	Week.3
ZJH_N24_2_4	unknown	2680.88154	35	ZJH_N24	ZCH	Stool	Week.3
ZJH_N25_1_2	intrinsic	0.0	0	ZJH_N25	ZCH	Axilla	Week.1
ZJH_N25_1_2	acquired	3173.181434	30	ZJH_N25	ZCH	Axilla	Week.1
ZJH_N25_1_2	unknown	41.289108	5	ZJH_N25	ZCH	Axilla	Week.1
ZJH_N25_1_3	intrinsic	0.0	0	ZJH_N25	ZCH	Groin	Week.1
ZJH_N25_1_3	acquired	0.0	0	ZJH_N25	ZCH	Groin	Week.1
ZJH_N25_1_3	unknown	0.0	0	ZJH_N25	ZCH	Groin	Week.1
ZJH_N25_1_4	intrinsic	0.0	0	ZJH_N25	ZCH	Stool	Week.1
ZJH_N25_1_4	acquired	101.12627499999999	13	ZJH_N25	ZCH	Stool	Week.1
ZJH_N25_1_4	unknown	0.0	0	ZJH_N25	ZCH	Stool	Week.1
ZJH_N25_2_2	intrinsic	0.0	0	ZJH_N25	ZCH	Axilla	Week.3
ZJH_N25_2_2	acquired	17825.424788	49	ZJH_N25	ZCH	Axilla	Week.3
ZJH_N25_2_2	unknown	121.06031	6	ZJH_N25	ZCH	Axilla	Week.3
ZJH_N25_2_4	intrinsic	1.103231	3	ZJH_N25	ZCH	Stool	Week.3
ZJH_N25_2_4	acquired	3443.411446	64	ZJH_N25	ZCH	Stool	Week.3
ZJH_N25_2_4	unknown	65.073119	8	ZJH_N25	ZCH	Stool	Week.3
ZJH_N26_1_2	intrinsic	0.0	0	ZJH_N26	ZCH	Axilla	Week.1
ZJH_N26_1_2	acquired	90.768586	8	ZJH_N26	ZCH	Axilla	Week.1
ZJH_N26_1_2	unknown	0.0	0	ZJH_N26	ZCH	Axilla	Week.1
ZJH_N26_1_4	intrinsic	0.0	0	ZJH_N26	ZCH	Stool	Week.1
ZJH_N26_1_4	acquired	0.0	0	ZJH_N26	ZCH	Stool	Week.1
ZJH_N26_1_4	unknown	0.0	0	ZJH_N26	ZCH	Stool	Week.1
ZJH_N26_2_2	intrinsic	0.0	0	ZJH_N26	ZCH	Axilla	Week.3
ZJH_N26_2_2	acquired	1081.539321	19	ZJH_N26	ZCH	Axilla	Week.3
ZJH_N26_2_2	unknown	0.5091289999999999	2	ZJH_N26	ZCH	Axilla	Week.3
ZJH_N26_2_4	intrinsic	10.02523	3	ZJH_N26	ZCH	Stool	Week.3
ZJH_N26_2_4	acquired	175.963119	31	ZJH_N26	ZCH	Stool	Week.3
ZJH_N26_2_4	unknown	5.6049299999999995	2	ZJH_N26	ZCH	Stool	Week.3
ZJH_N27_1_4	intrinsic	0.0	0	ZJH_N27	ZCH	Stool	Week.1
ZJH_N27_1_4	acquired	0.0	0	ZJH_N27	ZCH	Stool	Week.1
ZJH_N27_1_4	unknown	0.0	0	ZJH_N27	ZCH	Stool	Week.1
ZJH_N27_2_2	intrinsic	34.477072	7	ZJH_N27	ZCH	Axilla	Week.3
ZJH_N27_2_2	acquired	7114.67357	60	ZJH_N27	ZCH	Axilla	Week.3
ZJH_N27_2_2	unknown	34.784909999999996	10	ZJH_N27	ZCH	Axilla	Week.3
ZJH_N27_2_3	intrinsic	469.33417	15	ZJH_N27	ZCH	Groin	Week.3
ZJH_N27_2_3	acquired	2084.719816	59	ZJH_N27	ZCH	Groin	Week.3
ZJH_N27_2_3	unknown	696.916278	52	ZJH_N27	ZCH	Groin	Week.3
ZJH_N27_2_4	intrinsic	985.29723	15	ZJH_N27	ZCH	Stool	Week.3
ZJH_N27_2_4	acquired	4713.755223	79	ZJH_N27	ZCH	Stool	Week.3
ZJH_N27_2_4	unknown	1631.25325	52	ZJH_N27	ZCH	Stool	Week.3
ZJH_N28_1_2	intrinsic	0.0	0	ZJH_N28	ZCH	Axilla	Week.1
ZJH_N28_1_2	acquired	53.684850000000004	1	ZJH_N28	ZCH	Axilla	Week.1
ZJH_N28_1_2	unknown	0.0	0	ZJH_N28	ZCH	Axilla	Week.1
ZJH_N28_1_4	intrinsic	0.0	0	ZJH_N28	ZCH	Stool	Week.1
ZJH_N28_1_4	acquired	0.0	0	ZJH_N28	ZCH	Stool	Week.1
ZJH_N28_1_4	unknown	0.0	0	ZJH_N28	ZCH	Stool	Week.1
ZJH_N28_2_2	intrinsic	0.0	0	ZJH_N28	ZCH	Axilla	Week.3
ZJH_N28_2_2	acquired	3773.484139	15	ZJH_N28	ZCH	Axilla	Week.3
ZJH_N28_2_2	unknown	9.27324	3	ZJH_N28	ZCH	Axilla	Week.3
ZJH_N28_2_3	intrinsic	0.0	0	ZJH_N28	ZCH	Groin	Week.3
ZJH_N28_2_3	acquired	38.98419	1	ZJH_N28	ZCH	Groin	Week.3
ZJH_N28_2_3	unknown	0.793283	1	ZJH_N28	ZCH	Groin	Week.3
ZJH_N28_2_4	intrinsic	19.8938	1	ZJH_N28	ZCH	Stool	Week.3
ZJH_N28_2_4	acquired	3074.8419599999997	48	ZJH_N28	ZCH	Stool	Week.3
ZJH_N28_2_4	unknown	353.782403	28	ZJH_N28	ZCH	Stool	Week.3
ZJH_N29_1_2	intrinsic	2.65652	1	ZJH_N29	ZCH	Axilla	Week.1
ZJH_N29_1_2	acquired	2026.000466	21	ZJH_N29	ZCH	Axilla	Week.1
ZJH_N29_1_2	unknown	24.420837000000002	6	ZJH_N29	ZCH	Axilla	Week.1
ZJH_N29_1_4	intrinsic	0.0	0	ZJH_N29	ZCH	Stool	Week.1
ZJH_N29_1_4	acquired	2.280951	3	ZJH_N29	ZCH	Stool	Week.1
ZJH_N29_1_4	unknown	0.228095	1	ZJH_N29	ZCH	Stool	Week.1
ZJH_N30_1_3	intrinsic	17.29992	3	ZJH_N30	ZCH	Groin	Week.1
ZJH_N30_1_3	acquired	164.70032	12	ZJH_N30	ZCH	Groin	Week.1
ZJH_N30_1_3	unknown	17.044588	8	ZJH_N30	ZCH	Groin	Week.1
ZJH_N30_1_4	intrinsic	0.0	0	ZJH_N30	ZCH	Stool	Week.1
ZJH_N30_1_4	acquired	9863.51124	39	ZJH_N30	ZCH	Stool	Week.1
ZJH_N30_1_4	unknown	150.919	1	ZJH_N30	ZCH	Stool	Week.1
ZJH_N30_2_3	intrinsic	0.0	0	ZJH_N30	ZCH	Groin	Week.3
ZJH_N30_2_3	acquired	47.28207	1	ZJH_N30	ZCH	Groin	Week.3
ZJH_N30_2_3	unknown	0.0	0	ZJH_N30	ZCH	Groin	Week.3
ZJH_N30_2_4	intrinsic	59.046	3	ZJH_N30	ZCH	Stool	Week.3
ZJH_N30_2_4	acquired	2234.914032	66	ZJH_N30	ZCH	Stool	Week.3
ZJH_N30_2_4	unknown	57.734680000000004	9	ZJH_N30	ZCH	Stool	Week.3
ZJH_N31_1_2	intrinsic	1.71471	1	ZJH_N31	ZCH	Axilla	Week.1
ZJH_N31_1_2	acquired	4658.464028	24	ZJH_N31	ZCH	Axilla	Week.1
ZJH_N31_1_2	unknown	22.465642	4	ZJH_N31	ZCH	Axilla	Week.1
ZJH_N31_1_4	intrinsic	3.6131	1	ZJH_N31	ZCH	Stool	Week.1
ZJH_N31_1_4	acquired	243.50314600000002	23	ZJH_N31	ZCH	Stool	Week.1
ZJH_N31_1_4	unknown	0.828693	1	ZJH_N31	ZCH	Stool	Week.1
ZJH_N31_2_2	intrinsic	0.0	0	ZJH_N31	ZCH	Axilla	Week.3
ZJH_N31_2_2	acquired	67.84158500000001	4	ZJH_N31	ZCH	Axilla	Week.3
ZJH_N31_2_2	unknown	0.0	0	ZJH_N31	ZCH	Axilla	Week.3
ZJH_N31_2_3	intrinsic	1372.708722	15	ZJH_N31	ZCH	Groin	Week.3
ZJH_N31_2_3	acquired	7048.26169	49	ZJH_N31	ZCH	Groin	Week.3
ZJH_N31_2_3	unknown	673.3968610000001	36	ZJH_N31	ZCH	Groin	Week.3
ZJH_N31_2_4	intrinsic	1826.9093	16	ZJH_N31	ZCH	Stool	Week.3
ZJH_N31_2_4	acquired	9315.11658	42	ZJH_N31	ZCH	Stool	Week.3
ZJH_N31_2_4	unknown	857.583061	35	ZJH_N31	ZCH	Stool	Week.3
ZJH_N32_1_2	intrinsic	1.56009	1	ZJH_N32	ZCH	Axilla	Week.1
ZJH_N32_1_2	acquired	3925.604943	42	ZJH_N32	ZCH	Axilla	Week.1
ZJH_N32_1_2	unknown	26.770307	7	ZJH_N32	ZCH	Axilla	Week.1
ZJH_N32_1_4	intrinsic	26.2756	1	ZJH_N32	ZCH	Stool	Week.1
ZJH_N32_1_4	acquired	6150.91305	20	ZJH_N32	ZCH	Stool	Week.1
ZJH_N32_1_4	unknown	476.24989999999997	5	ZJH_N32	ZCH	Stool	Week.1
ZJH_N32_2_2	intrinsic	0.0	0	ZJH_N32	ZCH	Axilla	Week.3
ZJH_N32_2_2	acquired	2040.996563	30	ZJH_N32	ZCH	Axilla	Week.3
ZJH_N32_2_2	unknown	12.13795	4	ZJH_N32	ZCH	Axilla	Week.3
ZJH_N32_2_3	intrinsic	0.0	0	ZJH_N32	ZCH	Groin	Week.3
ZJH_N32_2_3	acquired	0.0	0	ZJH_N32	ZCH	Groin	Week.3
ZJH_N32_2_3	unknown	0.0	0	ZJH_N32	ZCH	Groin	Week.3
ZJH_N32_2_4	intrinsic	0.0	0	ZJH_N32	ZCH	Stool	Week.3
ZJH_N32_2_4	acquired	0.0	0	ZJH_N32	ZCH	Stool	Week.3
ZJH_N32_2_4	unknown	0.0	0	ZJH_N32	ZCH	Stool	Week.3
ZJH_N33_1_2	intrinsic	7.18174	1	ZJH_N33	ZCH	Axilla	Week.1
ZJH_N33_1_2	acquired	20518.069983	37	ZJH_N33	ZCH	Axilla	Week.1
ZJH_N33_1_2	unknown	202.71526500000002	9	ZJH_N33	ZCH	Axilla	Week.1
ZJH_N33_1_3	intrinsic	0.0	0	ZJH_N33	ZCH	Groin	Week.1
ZJH_N33_1_3	acquired	21.099990000000002	1	ZJH_N33	ZCH	Groin	Week.1
ZJH_N33_1_3	unknown	1.03242	1	ZJH_N33	ZCH	Groin	Week.1
ZJH_N33_1_4	intrinsic	0.0	0	ZJH_N33	ZCH	Stool	Week.1
ZJH_N33_1_4	acquired	0.0	0	ZJH_N33	ZCH	Stool	Week.1
ZJH_N33_1_4	unknown	0.0	0	ZJH_N33	ZCH	Stool	Week.1
ZJH_N33_2_2	intrinsic	4.32417	1	ZJH_N33	ZCH	Axilla	Week.3
ZJH_N33_2_2	acquired	4139.306584	31	ZJH_N33	ZCH	Axilla	Week.3
ZJH_N33_2_2	unknown	10.384328	4	ZJH_N33	ZCH	Axilla	Week.3
ZJH_N33_2_4	intrinsic	311.98629	13	ZJH_N33	ZCH	Stool	Week.3
ZJH_N33_2_4	acquired	2963.477615	81	ZJH_N33	ZCH	Stool	Week.3
ZJH_N33_2_4	unknown	188.490599	23	ZJH_N33	ZCH	Stool	Week.3
ZJH_N34_1_2	intrinsic	3.42777	1	ZJH_N34	ZCH	Axilla	Week.1
ZJH_N34_1_2	acquired	403.806014	26	ZJH_N34	ZCH	Axilla	Week.1
ZJH_N34_1_2	unknown	71.23786899999999	8	ZJH_N34	ZCH	Axilla	Week.1
ZJH_N34_1_3	intrinsic	0.0	0	ZJH_N34	ZCH	Groin	Week.1
ZJH_N34_1_3	acquired	0.0	0	ZJH_N34	ZCH	Groin	Week.1
ZJH_N34_1_3	unknown	0.0	0	ZJH_N34	ZCH	Groin	Week.1
ZJH_N34_1_4	intrinsic	0.0	0	ZJH_N34	ZCH	Stool	Week.1
ZJH_N34_1_4	acquired	0.0	0	ZJH_N34	ZCH	Stool	Week.1
ZJH_N34_1_4	unknown	0.0	0	ZJH_N34	ZCH	Stool	Week.1
ZJH_N35_1_2	intrinsic	0.0	0	ZJH_N35	ZCH	Axilla	Week.1
ZJH_N35_1_2	acquired	101.769117	12	ZJH_N35	ZCH	Axilla	Week.1
ZJH_N35_1_2	unknown	0.0	0	ZJH_N35	ZCH	Axilla	Week.1
ZJH_N35_1_4	intrinsic	0.0	0	ZJH_N35	ZCH	Stool	Week.1
ZJH_N35_1_4	acquired	9.069844	1	ZJH_N35	ZCH	Stool	Week.1
ZJH_N35_1_4	unknown	0.0	0	ZJH_N35	ZCH	Stool	Week.1
ZJH_N36_1_2	intrinsic	0.0	0	ZJH_N36	ZCH	Axilla	Week.1
ZJH_N36_1_2	acquired	355.271947	28	ZJH_N36	ZCH	Axilla	Week.1
ZJH_N36_1_2	unknown	5.670587	5	ZJH_N36	ZCH	Axilla	Week.1
ZJH_N36_1_3	intrinsic	0.0	0	ZJH_N36	ZCH	Groin	Week.1
ZJH_N36_1_3	acquired	0.0	0	ZJH_N36	ZCH	Groin	Week.1
ZJH_N36_1_3	unknown	0.0	0	ZJH_N36	ZCH	Groin	Week.1
ZJH_N36_1_4	intrinsic	0.0	0	ZJH_N36	ZCH	Stool	Week.1
ZJH_N36_1_4	acquired	0.0	0	ZJH_N36	ZCH	Stool	Week.1
ZJH_N36_1_4	unknown	0.0	0	ZJH_N36	ZCH	Stool	Week.1
ZJH_N36_2_2	intrinsic	150.296083	11	ZJH_N36	ZCH	Axilla	Week.3
ZJH_N36_2_2	acquired	5201.198468	77	ZJH_N36	ZCH	Axilla	Week.3
ZJH_N36_2_2	unknown	177.408802	16	ZJH_N36	ZCH	Axilla	Week.3
ZJH_N36_2_3	intrinsic	75.138617	13	ZJH_N36	ZCH	Groin	Week.3
ZJH_N36_2_3	acquired	1148.590497	45	ZJH_N36	ZCH	Groin	Week.3
ZJH_N36_2_3	unknown	27.185455	6	ZJH_N36	ZCH	Groin	Week.3
ZJH_N36_2_4	intrinsic	1775.9091	12	ZJH_N36	ZCH	Stool	Week.3
ZJH_N36_2_4	acquired	17404.514242	47	ZJH_N36	ZCH	Stool	Week.3
ZJH_N36_2_4	unknown	1165.94733	21	ZJH_N36	ZCH	Stool	Week.3
ZJH_N37_1_2	intrinsic	0.0	0	ZJH_N37	ZCH	Axilla	Week.1
ZJH_N37_1_2	acquired	3082.887918	24	ZJH_N37	ZCH	Axilla	Week.1
ZJH_N37_1_2	unknown	22.74951	6	ZJH_N37	ZCH	Axilla	Week.1
ZJH_N37_1_3	intrinsic	0.0	0	ZJH_N37	ZCH	Groin	Week.1
ZJH_N37_1_3	acquired	0.0	0	ZJH_N37	ZCH	Groin	Week.1
ZJH_N37_1_3	unknown	0.0	0	ZJH_N37	ZCH	Groin	Week.1
ZJH_N38_1_2	intrinsic	0.0	0	ZJH_N38	ZCH	Axilla	Week.1
ZJH_N38_1_2	acquired	1853.494796	26	ZJH_N38	ZCH	Axilla	Week.1
ZJH_N38_1_2	unknown	39.429635000000005	4	ZJH_N38	ZCH	Axilla	Week.1
ZJH_N38_1_3	intrinsic	0.0	0	ZJH_N38	ZCH	Groin	Week.1
ZJH_N38_1_3	acquired	1640.59719	17	ZJH_N38	ZCH	Groin	Week.1
ZJH_N38_1_3	unknown	16.40965	2	ZJH_N38	ZCH	Groin	Week.1
ZJH_N38_1_4	intrinsic	0.0	0	ZJH_N38	ZCH	Stool	Week.1
ZJH_N38_1_4	acquired	0.0	0	ZJH_N38	ZCH	Stool	Week.1
ZJH_N38_1_4	unknown	0.0	0	ZJH_N38	ZCH	Stool	Week.1
ZJH_N39_1_4	intrinsic	6.1799	1	ZJH_N39	ZCH	Stool	Week.1
ZJH_N39_1_4	acquired	128.87502	8	ZJH_N39	ZCH	Stool	Week.1
ZJH_N39_1_4	unknown	5.6967	1	ZJH_N39	ZCH	Stool	Week.1
ZJH_N39_2_2	intrinsic	3.42399	1	ZJH_N39	ZCH	Axilla	Week.3
ZJH_N39_2_2	acquired	5232.074601	37	ZJH_N39	ZCH	Axilla	Week.3
ZJH_N39_2_2	unknown	48.116138	8	ZJH_N39	ZCH	Axilla	Week.3
ZJH_N39_2_3	intrinsic	0.0	0	ZJH_N39	ZCH	Groin	Week.3
ZJH_N39_2_3	acquired	87.03899	9	ZJH_N39	ZCH	Groin	Week.3
ZJH_N39_2_3	unknown	0.0	0	ZJH_N39	ZCH	Groin	Week.3
ZJH_N39_2_4	intrinsic	0.0	0	ZJH_N39	ZCH	Stool	Week.3
ZJH_N39_2_4	acquired	3603.1194	28	ZJH_N39	ZCH	Stool	Week.3
ZJH_N39_2_4	unknown	10.15526	2	ZJH_N39	ZCH	Stool	Week.3
ZJH_N40_1_2	intrinsic	9.794789999999999	2	ZJH_N40	ZCH	Axilla	Week.1
ZJH_N40_1_2	acquired	816.02563	19	ZJH_N40	ZCH	Axilla	Week.1
ZJH_N40_1_2	unknown	51.26739	6	ZJH_N40	ZCH	Axilla	Week.1
ZJH_N40_1_4	intrinsic	0.0	0	ZJH_N40	ZCH	Stool	Week.1
ZJH_N40_1_4	acquired	4.66257	1	ZJH_N40	ZCH	Stool	Week.1
ZJH_N40_1_4	unknown	0.0	0	ZJH_N40	ZCH	Stool	Week.1
ZJH_N41_1_2	intrinsic	0.0	0	ZJH_N41	ZCH	Axilla	Week.1
ZJH_N41_1_2	acquired	0.0	0	ZJH_N41	ZCH	Axilla	Week.1
ZJH_N41_1_2	unknown	0.0	0	ZJH_N41	ZCH	Axilla	Week.1
ZJH_N41_1_3	intrinsic	0.0	0	ZJH_N41	ZCH	Groin	Week.1
ZJH_N41_1_3	acquired	5.6728320000000005	2	ZJH_N41	ZCH	Groin	Week.1
ZJH_N41_1_3	unknown	0.0	0	ZJH_N41	ZCH	Groin	Week.1
ZJH_N41_1_4	intrinsic	354.9828	5	ZJH_N41	ZCH	Stool	Week.1
ZJH_N41_1_4	acquired	2661.58841	17	ZJH_N41	ZCH	Stool	Week.1
ZJH_N41_1_4	unknown	150.37801	7	ZJH_N41	ZCH	Stool	Week.1
ZJH_N42_1_3	intrinsic	0.0	0	ZJH_N42	ZCH	Groin	Week.1
ZJH_N42_1_3	acquired	0.0	0	ZJH_N42	ZCH	Groin	Week.1
ZJH_N42_1_3	unknown	0.0	0	ZJH_N42	ZCH	Groin	Week.1
ZJH_N42_1_4	intrinsic	0.0	0	ZJH_N42	ZCH	Stool	Week.1
ZJH_N42_1_4	acquired	176.530358	23	ZJH_N42	ZCH	Stool	Week.1
ZJH_N42_1_4	unknown	8.338846	3	ZJH_N42	ZCH	Stool	Week.1
ZJH_N42_2_2	intrinsic	49.193630999999996	11	ZJH_N42	ZCH	Axilla	Week.3
ZJH_N42_2_2	acquired	1875.562798	58	ZJH_N42	ZCH	Axilla	Week.3
ZJH_N42_2_2	unknown	27.850519	9	ZJH_N42	ZCH	Axilla	Week.3
ZJH_N42_2_3	intrinsic	1822.4024	12	ZJH_N42	ZCH	Groin	Week.3
ZJH_N42_2_3	acquired	17650.008727	62	ZJH_N42	ZCH	Groin	Week.3
ZJH_N42_2_3	unknown	716.36901	8	ZJH_N42	ZCH	Groin	Week.3
ZJH_N42_2_4	intrinsic	1719.3409000000001	13	ZJH_N42	ZCH	Stool	Week.3
ZJH_N42_2_4	acquired	14689.731785	48	ZJH_N42	ZCH	Stool	Week.3
ZJH_N42_2_4	unknown	626.576236	8	ZJH_N42	ZCH	Stool	Week.3
ZJH_N43_1_2	intrinsic	0.760868	1	ZJH_N43	ZCH	Axilla	Week.1
ZJH_N43_1_2	acquired	28.33475	4	ZJH_N43	ZCH	Axilla	Week.1
ZJH_N43_1_2	unknown	0.0	0	ZJH_N43	ZCH	Axilla	Week.1
ZJH_N43_1_3	intrinsic	0.0	0	ZJH_N43	ZCH	Groin	Week.1
ZJH_N43_1_3	acquired	2.05841	1	ZJH_N43	ZCH	Groin	Week.1
ZJH_N43_1_3	unknown	0.0	0	ZJH_N43	ZCH	Groin	Week.1
ZJH_N43_1_4	intrinsic	0.0	0	ZJH_N43	ZCH	Stool	Week.1
ZJH_N43_1_4	acquired	848.8353999999999	14	ZJH_N43	ZCH	Stool	Week.1
ZJH_N43_1_4	unknown	44.763779	2	ZJH_N43	ZCH	Stool	Week.1
ZJH_N43_2_2	intrinsic	15.5867	1	ZJH_N43	ZCH	Axilla	Week.3
ZJH_N43_2_2	acquired	4421.57359	29	ZJH_N43	ZCH	Axilla	Week.3
ZJH_N43_2_2	unknown	27.236924000000002	6	ZJH_N43	ZCH	Axilla	Week.3
ZJH_N43_2_3	intrinsic	46.0533	1	ZJH_N43	ZCH	Groin	Week.3
ZJH_N43_2_3	acquired	7477.81785	32	ZJH_N43	ZCH	Groin	Week.3
ZJH_N43_2_3	unknown	131.060315	9	ZJH_N43	ZCH	Groin	Week.3
ZJH_N43_2_4	intrinsic	5.52592	1	ZJH_N43	ZCH	Stool	Week.3
ZJH_N43_2_4	acquired	828.553059	41	ZJH_N43	ZCH	Stool	Week.3
ZJH_N43_2_4	unknown	23.666556	6	ZJH_N43	ZCH	Stool	Week.3
ZJH_N44_1_2	intrinsic	23.837736	10	ZJH_N44	ZCH	Axilla	Week.1
ZJH_N44_1_2	acquired	1265.992885	53	ZJH_N44	ZCH	Axilla	Week.1
ZJH_N44_1_2	unknown	76.164665	9	ZJH_N44	ZCH	Axilla	Week.1
ZJH_N44_1_3	intrinsic	0.0	0	ZJH_N44	ZCH	Groin	Week.1
ZJH_N44_1_3	acquired	0.0	0	ZJH_N44	ZCH	Groin	Week.1
ZJH_N44_1_3	unknown	0.0	0	ZJH_N44	ZCH	Groin	Week.1
ZJH_N44_1_4	intrinsic	0.0	0	ZJH_N44	ZCH	Stool	Week.1
ZJH_N44_1_4	acquired	0.0	0	ZJH_N44	ZCH	Stool	Week.1
ZJH_N44_1_4	unknown	0.0	0	ZJH_N44	ZCH	Stool	Week.1
ZJH_N45_1_2	intrinsic	0.0	0	ZJH_N45	ZCH	Axilla	Week.1
ZJH_N45_1_2	acquired	114.29026999999999	4	ZJH_N45	ZCH	Axilla	Week.1
ZJH_N45_1_2	unknown	6.560181	3	ZJH_N45	ZCH	Axilla	Week.1
ZJH_N45_1_3	intrinsic	0.0	0	ZJH_N45	ZCH	Groin	Week.1
ZJH_N45_1_3	acquired	9.173865	1	ZJH_N45	ZCH	Groin	Week.1
ZJH_N45_1_3	unknown	0.0	0	ZJH_N45	ZCH	Groin	Week.1
ZJH_N45_1_4	intrinsic	9.51409	1	ZJH_N45	ZCH	Stool	Week.1
ZJH_N45_1_4	acquired	3041.692837	37	ZJH_N45	ZCH	Stool	Week.1
ZJH_N45_1_4	unknown	109.469258	11	ZJH_N45	ZCH	Stool	Week.1
ZJH_N45_2_2	intrinsic	44.5857	1	ZJH_N45	ZCH	Axilla	Week.3
ZJH_N45_2_2	acquired	13195.637671	39	ZJH_N45	ZCH	Axilla	Week.3
ZJH_N45_2_2	unknown	543.756138	12	ZJH_N45	ZCH	Axilla	Week.3
ZJH_N45_2_3	intrinsic	7.8314	1	ZJH_N45	ZCH	Groin	Week.3
ZJH_N45_2_3	acquired	5525.834288	49	ZJH_N45	ZCH	Groin	Week.3
ZJH_N45_2_3	unknown	75.413558	15	ZJH_N45	ZCH	Groin	Week.3
ZJH_N45_2_4	intrinsic	2035.7274	14	ZJH_N45	ZCH	Stool	Week.3
ZJH_N45_2_4	acquired	11155.292747	75	ZJH_N45	ZCH	Stool	Week.3
ZJH_N45_2_4	unknown	2779.068852	37	ZJH_N45	ZCH	Stool	Week.3
ZJH_N46_1_2	intrinsic	1.88823	1	ZJH_N46	ZCH	Axilla	Week.1
ZJH_N46_1_2	acquired	1901.354497	31	ZJH_N46	ZCH	Axilla	Week.1
ZJH_N46_1_2	unknown	33.592829	6	ZJH_N46	ZCH	Axilla	Week.1
ZJH_N46_1_4	intrinsic	0.0	0	ZJH_N46	ZCH	Stool	Week.1
ZJH_N46_1_4	acquired	0.0	0	ZJH_N46	ZCH	Stool	Week.1
ZJH_N46_1_4	unknown	0.0	0	ZJH_N46	ZCH	Stool	Week.1
ZJH_N46_2_2	intrinsic	0.406269	1	ZJH_N46	ZCH	Axilla	Week.3
ZJH_N46_2_2	acquired	12308.666888	25	ZJH_N46	ZCH	Axilla	Week.3
ZJH_N46_2_2	unknown	143.837784	8	ZJH_N46	ZCH	Axilla	Week.3
ZJH_N46_2_3	intrinsic	2206.00947	13	ZJH_N46	ZCH	Groin	Week.3
ZJH_N46_2_3	acquired	8541.596667	49	ZJH_N46	ZCH	Groin	Week.3
ZJH_N46_2_3	unknown	1714.626039	25	ZJH_N46	ZCH	Groin	Week.3
ZJH_N46_2_4	intrinsic	2132.4570489999996	13	ZJH_N46	ZCH	Stool	Week.3
ZJH_N46_2_4	acquired	8885.0675076	50	ZJH_N46	ZCH	Stool	Week.3
ZJH_N46_2_4	unknown	2402.02562	26	ZJH_N46	ZCH	Stool	Week.3
ZJH_N47_1_2	intrinsic	0.0	0	ZJH_N47	ZCH	Axilla	Week.1
