sample_name	Aminocoumarins	Aminoglycosides	Bacitracin	Cationic antimicrobial peptides	Chromium resistance	Drug and biocide and metal resistance	Drug and biocide resistance	Drug and metal resistance	Elfamycins	Fluoroquinolones	Fosfomycin	Fusidic acid	Glycopeptides	Lipopeptides	MLS	Multi-biocide resistance	Multi-drug resistance	Multi-metal resistance	Mupirocin	Oxazolidinone	Phenicol	Phenolic compound resistance	Rifampin	Sulfonamides	Tetracyclines	Trimethoprim	betalactams
ZJH_N54_2_4	31.2338	308.61021800000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.1086	42.822471	32.586501999999996	0.0	79.09151	216.141272	0.0	113.7973	0.0	151.2087	10.4163	26.694480000000002	0.0	0.0	0.0	127.02439	18.96872	640.20178
ZJH_N55_1_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3219	49.57116	0.0	4.35125	0.0	0.0	0.0	0.0	0.0	0.0	25.969759999999997	0.0	0.0	0.0
ZJH_N55_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.1832	0.864268	0.0	0.0	442.902	192.15572	0.0	286.5413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N55_1_4	0.0	1.280816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	461.113	0.263698	52.2497	0.0	977.243211	342.9381	0.0	652.895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	147.9529	0.0	0.0
ZJH_N55_2_2	7.27539	91.22706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.14249	2.372406	8.38251	2.11935	47.1318	459.80464	0.0	67.503	0.0	0.0	0.411218	0.0	0.0	0.0	0.0	252.266228	0.506114	67.439678
ZJH_N55_2_3	1.49825	9.751304000000001	0.0	0.0	0.0	0.457092	16.302959	1.523641	1.21891	9.39577	2.818736	0.0	0.0	0.0	0.0	0.0	60.23463	0.0	0.0	0.0	0.0	0.431698	0.0	1.3458830000000002	1.52364	0.0	103.480635
ZJH_N55_2_4	100.912	1988.967025	0.0	32.9869	23.8207	226.6548	1586.71003	88.54518	99.0027	1201.01599	192.432638	0.0	21.2379	132.74749699999998	436.338748	0.0	5124.810455	0.0	0.0	0.0	861.1677000000001	52.5684	0.0	786.71511	762.93667	305.5283	12043.754442
ZJH_N56_1_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04391	0.0	3.77412	28.1052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N56_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N56_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N56_2_2	170.67	438.1777	0.0	0.0	0.0	0.0	4.6302900000000005	0.0	0.0	212.1619	131.92722	122.99184	41.0577	498.37106	2876.39028	0.0	534.98	0.0	112.2847	13.0227	2.749238	0.0	0.0	0.0	7.30718	13.5291	2257.56185
ZJH_N56_2_3	0.0	0.455452	0.0	0.589409	0.0	0.348287	12.029304	0.0	1.31277	4.34018	0.0	0.0	0.0	0.0	0.0	0.0	1.98256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.393779
ZJH_N56_2_4	47.0059	28.71336	0.0	9.64577	8.21613	83.16042	631.33276	29.19563	60.2	587.875	120.93392	0.0	0.0	130.63137	130.59687499999998	0.0	941.59885	0.0	0.0	0.0	9.800790000000001	23.2016	0.0	26.3709	61.28515	0.0	1049.68416
ZJH_N57_1_2	12.1582	5.63918	0.0	0.0	0.0	0.0	0.0	0.0	1.59977	12.9581	7.07898	10.99841	0.0	32.0753	17.99745	0.0	41.233999999999995	0.0	1.99971	0.879873	0.0	0.0	0.0	0.0	0.319954	0.919867	106.74457
ZJH_N57_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.938973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N57_1_4	127.81950599999999	49.302418	0.0	23.5241	22.7606	222.8243	1812.155	72.97200000000001	127.256	1555.82592	307.28583100000003	0.890789	0.345408	138.835707	0.0	0.0	2201.5195	0.0	0.0	0.0	7.72625	63.9368	0.0	119.202145	138.453994	12.689192	2208.355728
ZJH_N58_1_2	60.5572	9.12922	0.0	0.0	0.0	60.861439999999995	642.81785	13.3287	47.5937	695.1596	174.06386	0.0	0.0	82.64994	0.0	0.0	1452.9452	0.0	0.0	0.0	0.0	23.4925	0.0	16.0674	56.29683	0.0	261.39973
ZJH_N58_1_3	23.8007	4.77165	0.0	0.0	0.0	23.9732	319.58524	5.69148	24.9505	308.9498	71.80462	0.0	0.0	39.15046	0.0	0.0	674.75662	0.0	0.0	0.0	0.0	13.05016	0.0	6.49634	27.82501	0.0	122.85546
ZJH_N58_1_4	147.861	34.476719	0.0	19.0054	21.3811	254.2166	2359.43498	61.53189999999999	168.575	2061.24046	420.1995	0.0	0.0	216.99113	0.0	0.0	4048.1268	0.0	0.0	0.0	12.761887	74.0778	0.0	53.148301000000004	174.4646	3.4947880000000002	1431.2151450000001
ZJH_N58_2_2	1.66826	0.0	0.0	0.0	0.0	0.0	0.8852	0.0	1.29375	0.0	0.0	0.0	0.0	6.5709	114.19088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.84413
ZJH_N58_2_3	27.39631	6.16817	0.0	10.3337	7.23625	61.89523	373.69494	23.25744	27.0492	371.13149	57.916657	1.20159	0.0	42.99026	105.20604	0.0	168.917125	0.0	3.8451	0.0	0.0	15.05995	0.0	14.338989999999999	25.447	0.0	556.89722
ZJH_N58_2_4	70.5951	35.81388	0.0	17.0402	13.4994	121.71581	968.85748	46.6762	105.966	894.2967	174.588268	25.92911	0.0	169.738003	178.276658	0.0	1052.30717	0.0	7.505800000000001	0.0	60.76567	36.8836	0.0	41.4571	76.01696	0.682346	2008.770038
ZJH_N59_1_2	1.01227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1024	0.0	0.0	0.0	4.17885	0.0	0.0	5.91788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N59_1_3	171.97260999999997	36.8394	0.0	0.0	24.3651	289.74219999999997	1321.4115	0.0	169.472	2049.72704	342.389769	9.11261	0.0	209.20103	46.75776	0.0	5016.824	0.0	0.0	0.0	0.0	79.29079999999999	0.0	43.9517	183.6691	0.0	2396.811224
ZJH_N59_1_4	162.132	27.6608	0.0	0.0	27.0432	259.2319	1352.9285	0.0	185.938	2120.786	366.3406	0.0	0.0	149.547	0.0	0.0	5174.5233	0.0	0.0	0.0	0.0	72.2502	0.0	42.5239	185.29919999999998	0.0	2189.7154
ZJH_N59_2_3	71.9883	44.39224	0.0	0.0	8.44777	99.31939	463.99811	0.0	57.0804	745.4582	129.996334	8.613412	2.68341	87.4262	53.00562	0.0	1723.8753	0.0	3.7104	0.861342	0.0	23.1568	0.0	15.8354	65.29634	1.06011	790.2147219999999
ZJH_N59_2_4	69.5784	11.1906	0.0	0.0	10.4414	108.90932000000001	490.88819	0.0	74.2606	852.2649	152.6885	0.0	0.0	62.438	0.0	0.0	2104.8166	0.0	0.0	0.0	0.0	32.8227	0.0	18.4715	75.96966	0.0	875.32513
