gene	n_subjects	week1_mean	week3_mean	log2_fold_change	pvalue	fdr
capD	39	0.17908888512820514	0.09049901794871794	-0.550941108980379	0.1826745767471596	0.24881537177630356
arsC_thio	39	6.546623333333334	5.37512382051282	-0.2797300063507517	0.18452250222395106	0.24989618872615088
copC_Psyr	39	0.04502982051282052	0.02141577692307692	-0.25639367310055483	0.21147639221681047	0.28477218724650044
terE	39	1.893481053846154	8.05499255897436	2.032393666603007	0.21335807338945145	0.2856828440299435
cesD	39	0.02609451025641026	0.015049971794871794	-0.1322448369206354	0.22732992995598733	0.30268086179533144
gyrA	39	0.0023020787179487178	0.04479950256410257	0.5012211861838546	0.24886387493792206	0.329501331621718
inhA1	39	0.04488573666666667	0.004347461538461539	-0.4735200707338303	0.26039294361048326	0.3428507090871363
sej	39	0.5547982384615385	0.14172994871794872	-1.4376542162708232	0.2626182904425206	0.34387035820374245
selV	39	2.7897166923076924	0.6760018410256411	-1.8967960776520811	0.2667689558251569	0.34738594797012196
merB1	39	0.023819384615384614	0.2285328205128205	1.4078003091601738	0.27332167829229814	0.35397397680477954
splB	39	6.191948971794872	1.288048387179487	-2.180449109482609	0.2804031977316287	0.36117151012171744
eat(A)	39	1.723264917948718	2.819884384615385	0.6793870471969208	0.28290080075748847	0.36241886367310683
virF_Yersin	39	0.014406799999999999	0.9867159666666666	3.247730205300024	0.28909532129487003	0.3683633932628183
aadA1	39	0.0	0.00229778717948718	0.03277493824347714	0.31731050786291415	0.400013778529312
