gene_name	n_samples	mean_rpm	median_rpm	max_rpm	prevalence
atxA	5	0.020487668	0.0135433	0.0487705	0.00778816199376947
aut	310	2.8073278246451614	0.2630945	42.419	0.48286604361370716
avrA	3	0.7275687666666667	0.986704	1.17641	0.004672897196261682
bepC	36	0.04414130277777778	0.0288271	0.213677	0.056074766355140186
bepD	147	0.9138229553741497	0.0508583	8.18686	0.22897196261682243
bepE	606	5.404385714026402	0.42019799999999996	36.6465	0.9439252336448598
bepF	29	0.039382600000000004	0.0218485	0.316021	0.045171339563862926
bepG	575	4.390539607913044	0.416152	29.7292	0.8956386292834891
beta-1	9	0.02285058	0.011153	0.0757273	0.014018691588785047
beta-2	16	0.037731355625	0.01296595	0.128347	0.024922118380062305
beta-4	153	0.33566868921568627	0.019522	2.72935	0.2383177570093458
bimA_Bm	642	788.4615447819315	235.6435	50270.7	1.0
bin_CdtA	10	0.5072198699999999	0.0310434	4.60084	0.01557632398753894
bind_CopB	365	1.1648964565479452	0.106735	10.2277	0.5685358255451713
blaACT-27	26	0.05158266923076923	0.04252795	0.161912	0.040498442367601244
blaACT-63	8	0.2000128875	0.0843781	0.69935	0.012461059190031152
blaADC-141	2	0.01297695	0.01297695	0.0146644	0.003115264797507788
blaADC-43	5	0.0423706	0.0346943	0.102203	0.00778816199376947
blaCARB-43	1	0.0576735	0.0576735	0.0576735	0.001557632398753894
blaCTX-M-167	1	0.0146546	0.0146546	0.0146546	0.001557632398753894
blaCTX-M-179	1	0.0127966	0.0127966	0.0127966	0.001557632398753894
blaCTX-M-21	4	0.0244342	0.0248899	0.0344129	0.006230529595015576
blaCTX-M-26	5	0.0188042	0.0183369	0.0262527	0.00778816199376947
blaCTX-M-34	1	0.0146546	0.0146546	0.0146546	0.001557632398753894
blaCTX-M-41	1	0.0194021	0.0194021	0.0194021	0.001557632398753894
blaCTX-M-63	1	0.0180332	0.0180332	0.0180332	0.001557632398753894
blaCTX-M-81	10	0.03673794	0.02286395	0.183769	0.01557632398753894
blaCTX-M-85	2	0.02430995	0.02430995	0.0299619	0.003115264797507788
blaCTX-M-86	7	0.09212531428571429	0.0832795	0.165362	0.010903426791277258
blaCTX-M-94	1	0.0299607	0.0299607	0.0299607	0.001557632398753894
blaCTX-M-95	1	0.0135441	0.0135441	0.0135441	0.001557632398753894
blaEC	287	15.50495281825784	0.539499	130.972	0.4470404984423676
blaEC-5	285	16.131038380701753	0.577532	160.417	0.4439252336448598
blaEC-8	286	15.558891535454547	0.543464	139.854	0.4454828660436137
blaLEN-111	7	0.021225657142857145	0.0170255	0.0351336	0.010903426791277258
blaLUT-5	1	0.0234153	0.0234153	0.0234153	0.001557632398753894
blaMOX-13	1	0.0133083	0.0133083	0.0133083	0.001557632398753894
blaOXA-1239	1	0.0156459	0.0156459	0.0156459	0.001557632398753894
blaOXY-2-38	1	0.0142111	0.0142111	0.0142111	0.001557632398753894
blaOXY-2-65	4	0.03267825	0.0290663	0.0611782	0.006230529595015576
blaOXY-5-1	2	0.02635645	0.02635645	0.0365351	0.003115264797507788
blaPEN-L	1	0.0114265	0.0114265	0.0114265	0.001557632398753894
blaPLA-5	1	0.0660621	0.0660621	0.0660621	0.001557632398753894
blaR1-2	1	0.00939521	0.00939521	0.00939521	0.001557632398753894
blaZ	1	0.0583445	0.0583445	0.0583445	0.001557632398753894
bmaE	115	0.09047008173913043	0.0665518	0.52612	0.1791277258566978
bonA	633	0.3383519151042654	0.107574	3.12135	0.985981308411215
bont_A3	16	0.006917831875	0.005329985000000001	0.0175167	0.024922118380062305
bont_A4	10	0.006800075	0.005962055	0.0145196	0.01557632398753894
bont_A5	11	0.008650903636363637	0.00647991	0.0200053	0.017133956386292833
bont_A6	5	0.009886688000000001	0.00539824	0.0222262	0.00778816199376947
bont_B1	70	0.009536968142857143	0.006836115	0.0290369	0.10903426791277258
bont_B3	71	0.009478519718309859	0.00661004	0.0290369	0.11059190031152648
bont_B4	15	0.006017244000000001	0.00548183	0.0136353	0.02336448598130841
bont_B5	12	0.0063107025	0.005102944999999999	0.0136353	0.018691588785046728
bont_B7	17	0.005599241176470588	0.00394428	0.0136353	0.0264797507788162
bont_D	14	0.006519589285714286	0.004898705	0.0179171	0.021806853582554516
bont_DC	44	0.08844057477272728	0.01176695	1.67704	0.06853582554517133
bont_E2	7	0.005349117142857143	0.00479935	0.00955666	0.010903426791277258
bont_E3	7	0.005068128571428571	0.00427202	0.00955666	0.010903426791277258
bont_E7	10	0.004786238	0.004444715	0.00955666	0.01557632398753894
bont_E8	10	0.005899198	0.005164925	0.0111061	0.01557632398753894
bont_F1	10	0.005066711	0.00461105	0.0091507	0.01557632398753894
bont_F3	159	0.014036873773584906	0.00877988	0.200397	0.24766355140186916
bont_F4	25	0.0065970248	0.00410167	0.0363299	0.03894080996884735
bont_F5	33	0.006636201818181819	0.00533793	0.0158359	0.0514018691588785
bont_F6	153	0.010881481437908496	0.0087494	0.0666015	0.2383177570093458
bont_F7	72	0.01068703861111111	0.00708505	0.104971	0.11214953271028037
cadC_Lm	145	7.770805028275862	0.780642	164.967	0.22585669781931464
cadC_Sa	134	2.05162565	0.2942365	77.1092	0.2087227414330218
cadR	91	1.0986047527472527	0.149854	42.4978	0.14174454828660435
capA	159	0.2757828934591195	0.0580387	11.604	0.24766355140186916
capB	483	3.404654402753623	0.851004	40.7893	0.7523364485981309
capC	460	9.441574991304348	2.4731050000000003	118.571	0.7165109034267912
capD	323	0.1394969483281734	0.0402991	3.22789	0.5031152647975078
capE	1	0.105712	0.105712	0.105712	0.001557632398753894
capU	5	0.023655988	0.0221113	0.0398397	0.00778816199376947
cdtB	5	0.02417286	0.0184977	0.0466345	0.00778816199376947
cdtB_II	2	0.0219709	0.0219709	0.0254441	0.003115264797507788
cdtB_III	3	0.024145899999999998	0.0192571	0.0346829	0.004672897196261682
cdtB_IV	1	0.0111836	0.0111836	0.0111836	0.001557632398753894
cerA	26	3.7304847807692307	0.1783765	30.9713	0.040498442367601244
cesB	631	1.1420286779873217	0.616092	41.3076	0.9828660436137072
cesC	637	21.716278278492936	15.0637	118.444	0.9922118380062306
cesD	163	0.2938547392638036	0.0423061	39.4389	0.2538940809968847
cfaC	34	0.010804854411764705	0.00845881	0.0459566	0.0529595015576324
chrA	73	0.44203384410958907	0.0526034	24.6373	0.11370716510903427
chrR_I	454	5.282171346035242	1.2393649999999998	65.095	0.7071651090342679
cif	49	0.031771212244897956	0.0265895	0.0889846	0.0763239875389408
clpL	636	19.102507479402515	9.852364999999999	447.296	0.9906542056074766
cnf1	51	4.574436706666667	0.011211	171.012	0.0794392523364486
cnrA	443	0.7033062958916478	0.0967833	32.8579	0.6900311526479751
cnrC	170	0.09975835588235295	0.02788935	2.57884	0.26479750778816197
cnrT	93	0.11810605591397849	0.0525707	1.37496	0.14485981308411214
cooA	3	0.07107623333333334	0.037583	0.145721	0.004672897196261682
copA_Ehir	641	23.84333249703588	15.5618	217.701	0.9984423676012462
copB_Ehir	622	11.595592048778135	6.083285	171.572	0.9688473520249221
copC_Psyr	132	0.30498644393939395	0.1418605	5.55566	0.205607476635514
copP	1	0.195718	0.195718	0.195718	0.001557632398753894
copR	625	27.773616451520002	16.0324	205.207	0.9735202492211839
copS	605	7.551016900958677	0.664788	82.1288	0.942367601246106
cpb2	40	2.1424177575	0.0631581	36.8953	0.06230529595015576
cpd	4	3.91899275	3.8202144000000002	8.00752	0.006230529595015576
cpe	8	2.046274975	0.036539300000000004	10.4271	0.012461059190031152
cph	8	0.0281145125	0.0214477	0.0563445	0.012461059190031152
crpP	8	19.379121875000003	1.26726	142.947	0.012461059190031152
csaB	4	0.029029925	0.02659575	0.0462187	0.006230529595015576
cseA	2	0.05440975	0.05440975	0.0746855	0.003115264797507788
csnA	6	0.03757113333333333	0.039643	0.0477824	0.009345794392523364
cssA	3	0.08236616666666667	0.0811659	0.129752	0.004672897196261682
csuC	21	0.012433684285714286	0.00820528	0.0457458	0.03271028037383177
cswA	4	0.069913975	0.02710335	0.199817	0.006230529595015576
ctxA	5	0.02348362	0.026051	0.0292406	0.00778816199376947
ctxB	3	0.0386125	0.0429286	0.0444024	0.004672897196261682
cueA	642	17.653008589252337	12.01715	96.1189	1.0
cvaB	641	9.14579148720749	3.83551	129.263	0.9984423676012462
cytK1	41	0.9781172373170731	0.0290351	16.2227	0.06386292834890965
cytK2	28	2.4402722178571428	0.09900005	26.4207	0.04361370716510903
dfrA7	6	1.1262110166666666	1.1017987999999999	2.28505	0.009345794392523364
dpsA	225	1.3303978866666666	0.201121	66.884	0.35046728971962615
eat(A)	594	7.381294200235691	1.49866	392.576	0.9252336448598131
eatA	427	0.13312851161592507	0.0169673	3.98572	0.6651090342679128
efa1	80	0.005949478375	0.00226616	0.198159	0.12461059190031153
ehxA	81	0.3915540718518518	0.0129782	6.83063	0.1261682242990654
eilA	42	33.455824129285716	0.137438	316.203	0.06542056074766354
emhA	475	10.479455450863158	0.8842	76.7416	0.7398753894080997
emhB	596	23.692027626862416	1.0616349999999999	147.434	0.9283489096573209
emhC	489	3.7986709247239263	0.444895	58.3168	0.7616822429906542
emrD	476	41.49522180039916	2.865155	291.917	0.7414330218068536
emrD3	107	1.6852163471028037	0.135464	21.1625	0.16666666666666666
emrE_Lis	4	0.28316030000000003	0.2799955	0.497576	0.006230529595015576
entFM	305	0.5575476983934426	0.0381744	34.9436	0.4750778816199377
epeA	148	4.543457322702703	0.05047295	61.3107	0.23052959501557632
epsilon	3	0.07037373333333333	0.0600073	0.138687	0.004672897196261682
epsilon-1	109	0.46980213192660547	0.0293275	3.04533	0.16978193146417445
epsilon-2	160	0.37143633862500003	0.0224026	4.1606	0.24922118380062305
epsilon-3	3	0.12714015666666667	0.0750091	0.300487	0.004672897196261682
epsilon-6	74	0.01886398364864865	0.010248799999999999	0.381388	0.11526479750778816
epsilon-7	110	0.4644364714545455	0.02911465	2.98176	0.17133956386292834
epsilon-8	72	0.02598221638888889	0.0109126	0.583639	0.11214953271028037
erm(C)	2	0.022681899999999998	0.022681899999999998	0.0227855	0.003115264797507788
erm(G)	60	0.054484835	0.03879105	0.276414	0.09345794392523364
espA	10	0.28013566	0.0313945	1.4207	0.01557632398753894
espB	269	0.050266498884758364	0.0361148	0.474275	0.4190031152647975
espC	115	4.616388494086956	0.0343071	58.5332	0.1791277258566978
espF	521	0.11210038892514394	0.0505675	3.17911	0.8115264797507789
espJ	35	0.04160112857142857	0.036266	0.117356	0.05451713395638629
espP	182	2.2831706921978023	0.011918	42.7168	0.2834890965732087
espX1	185	8.450049358864865	0.0384994	244.958	0.2881619937694704
eta	12	5.2209576916666665	0.118494	56.7384	0.018691588785046728
etb	25	0.8984392480000001	0.0476422	10.6841	0.03894080996884735
etx	5	0.032059748	0.0338741	0.0600759	0.00778816199376947
f17a	65	1.868750969230769	0.151232	27.9976	0.10124610591900311
f17g	14	0.02960724285714286	0.01817965	0.0767917	0.021806853582554516
faeG	19	0.04145243157894737	0.03909	0.085448	0.029595015576323987
farB	446	6.412480259058296	1.0071645	31.6828	0.6947040498442367
fdeC	254	12.691106916929133	0.0374489	260.116	0.3956386292834891
fedA	1	0.018718	0.018718	0.018718	0.001557632398753894
fedF	165	0.05265489454545455	0.0378044	0.328793	0.2570093457943925
fim41a	2	0.023254749999999998	0.023254749999999998	0.0309866	0.003115264797507788
focG	8	52.3771378125	0.799928	409.735	0.012461059190031152
fotA	2	0.0313425	0.0313425	0.0341455	0.003115264797507788
gamma-1	35	0.22093781285714284	0.0753153	1.53365	0.05451713395638629
gamma-3	112	0.019256805714285712	0.011624800000000001	0.269508	0.17445482866043613
gamma-4	11	0.014134310909090909	0.0100047	0.0426178	0.017133956386292833
gamma-5	77	0.07349288311688312	0.0213663	1.02918	0.11993769470404984
gamma-6	15	0.033069977333333334	0.0244007	0.0820241	0.02336448598130841
golS	267	1.946192754307116	0.216889	84.5642	0.4158878504672897
golT	641	14.40277599773791	9.74998	141.501	0.9984423676012462
gyrA	160	0.071311683625	0.01352075	1.66181	0.24922118380062305
hblB	20	1.412100615	0.120144	13.9106	0.03115264797507788
hblC	16	0.72451961875	0.0792895	4.48608	0.024922118380062305
hblD	37	0.5364845332432433	0.0809683	7.11433	0.05763239875389408
hld	71	1.4588953098591548	0.460701	13.8294	0.11059190031152648
hlyE	87	7.2417137206896545	0.675315	49.5119	0.13551401869158877
hlyII	10	0.26529302	0.04457465	1.93902	0.01557632398753894
hlyIIR	11	0.6010503545454545	0.0555194	3.19385	0.017133956386292833
hmrM	461	2.250850864056399	0.268681	46.165	0.7180685358255452
hreP	9	0.014239717777777779	0.01273	0.021442	0.014018691588785047
ibeA	76	5.521668341973684	0.031516050000000004	323.045	0.11838006230529595
iha	458	0.7854124271834061	0.03736715	22.9031	0.7133956386292835
inhA1	68	2.462820650735294	0.03652495	54.4981	0.1059190031152648
inhA2	263	0.7563656503802281	0.0207438	66.8642	0.40965732087227413
inlB	6	0.01389958	0.008288985	0.0418642	0.009345794392523364
inlC2	12	0.021748530000000002	0.0167546	0.0558716	0.018691588785046728
inlD	22	0.04760591818181818	0.01029534	0.376731	0.03426791277258567
inlF	31	0.01790638064516129	0.00986376	0.125728	0.048286604361370715
inlG	4	0.51548005	0.028030899999999997	1.99509	0.006230529595015576
inlH	14	0.020514100714285714	0.01581635	0.0558716	0.021806853582554516
inlI	42	0.005067236904761905	0.003897405	0.0157367	0.06542056074766354
inlK	384	0.08518531395833334	0.041490650000000004	3.31397	0.5981308411214953
inlP	4	0.0290580875	0.019126999999999998	0.0701497	0.006230529595015576
inl_lmo0514	91	0.02361976021978022	0.0148196	0.213744	0.14174454828660435
inl_lmo0610	144	0.0914358654861111	0.0150482	3.6132	0.22429906542056074
iota-1	84	0.1140561475	0.0176814	1.52874	0.1308411214953271
ipaD	18	0.01956878888888889	0.01939495	0.0308058	0.028037383177570093
ipaH1.4	48	0.017471855208333335	0.0152429	0.0557341	0.07476635514018691
ipaH2.5	82	0.01999081536585366	0.014724899999999999	0.107695	0.1277258566978193
ipaH3	2	0.0161192	0.0161192	0.0198564	0.003115264797507788
ipaH4.5	25	0.016226790799999998	0.0146935	0.0518762	0.03894080996884735
ipaH7.8	182	0.02936011346153846	0.019843899999999998	0.370214	0.2834890965732087
ipaH9.8	8	0.02270483875	0.01138491	0.0710829	0.012461059190031152
ipaHa	247	0.029893962105263155	0.0225751	0.193751	0.3847352024922118
ipaHb	11	0.012243425454545454	0.00981606	0.0198674	0.017133956386292833
ipaHd	107	0.018964270093457945	0.0153779	0.0771991	0.16666666666666666
ipaHe	4	0.01093182	0.00962618	0.0170426	0.006230529595015576
ireA	465	4.27933614	0.330263	231.163	0.7242990654205608
iroD	218	12.17838584444954	0.1052175	341.751	0.3395638629283489
iroE	316	13.321513643987341	1.564565	427.892	0.49221183800623053
iroN	529	7.123945382400756	0.255841	110.728	0.82398753894081
iss	107	24.68046341495327	0.512241	262.888	0.16666666666666666
iucB	208	14.95754348466346	0.788076	195.93	0.32398753894080995
iucC	226	17.29035556238938	0.7449239999999999	248.216	0.35202492211838005
iucD	238	19.97826439987395	0.8185035	364.367	0.3707165109034268
iutA	409	19.230054887261613	2.10036	246.612	0.6370716510903427
kdeA	485	37.26282559094845	1.84152	232.334	0.7554517133956387
klaB	19	0.08522013157894737	0.0376817	0.997192	0.029595015576323987
klaC	22	0.028999636363636363	0.02225915	0.0788174	0.03426791277258567
lambda-2	34	0.22925376	0.07997889999999999	1.52712	0.0529595015576324
lef	31	0.009026960322580645	0.00744201	0.0264991	0.048286604361370715
lmrC_abcf	641	27.074406256583465	17.7611	109.141	0.9984423676012462
lmrS	565	30.06038005361062	6.513	852.451	0.8800623052959502
lngA	6	3.4820697833333334	0.843531	15.4711	0.009345794392523364
lpfA-O113	81	21.100991476543207	1.48663	242.084	0.1261682242990654
lpfA1	80	7.9534110525	2.14209	70.6627	0.12461059190031153
ltcA	2	0.03426915	0.03426915	0.0460783	0.003115264797507788
mchF	641	9.119505190639627	3.89049	123.848	0.9984423676012462
mco	543	8.857270948195211	3.7374	104.827	0.8457943925233645
mdsA	340	0.39830983155882355	0.0588216	23.9309	0.5295950155763239
mdsB	610	10.460292678786885	0.7031864999999999	199.641	0.9501557632398754
mdtM	465	22.683410774709674	1.33849	175.454	0.7242990654205608
mecA	1	0.00822043	0.00822043	0.00822043	0.001557632398753894
mepA	359	9.583557284122563	0.415937	586.246	0.559190031152648
merA	638	0.6561321940282132	0.137628	11.1389	0.9937694704049844
merB	44	2.831425265909091	0.12691	63.2052	0.06853582554517133
merB1	80	3.12487033	0.378682	69.2068	0.12461059190031153
merB_gen	3	0.41103206666666664	0.296883	0.866688	0.004672897196261682
merC	142	9.577213801408451	0.4933455	93.0064	0.22118380062305296
merD	227	20.485784021145378	0.755023	332.197	0.35358255451713394
merE	213	15.974512516431925	0.608259	209.486	0.3317757009345794
merF	43	16.520954093023256	0.601891	307.36	0.06697819314641744
merR_Bc1	166	2.1605839909638553	0.3372085	49.1696	0.2585669781931464
merR_Bc2	134	0.23481286268656715	0.07288710000000001	5.41557	0.2087227414330218
merR_Ps	333	20.72646298048048	0.723482	374.711	0.5186915887850467
merT	319	15.955820012225704	0.578816	331.645	0.4968847352024922
merT_RC607	13	0.5850772230769231	0.332638	2.55442	0.020249221183800622
merT_pI258	58	6.659782043103449	0.43563050000000003	110.029	0.09034267912772585
mexA	488	12.108325479016393	0.966528	197.098	0.7601246105919003
mexD	1	0.00611928	0.00611928	0.00611928	0.001557632398753894
mexE	389	3.0596437436246786	0.551377	174.214	0.6059190031152648
mexX	451	0.7955091518625277	0.120154	150.224	0.7024922118380063
mrdH	430	10.559997755255813	0.912561	136.674	0.6697819314641744
mreA	116	11.580828112931034	0.3465705	199.985	0.1806853582554517
msr(G)	1	0.0126343	0.0126343	0.0126343	0.001557632398753894
mtrA_Ngon	182	0.09449893038461538	0.04731745	4.43341	0.2834890965732087
mtrC	299	3.247010355618729	0.709326	16.9772	0.4657320872274143
mtrF	280	0.8821463126428571	0.06889580000000001	23.2314	0.43613707165109034
mtrR	190	2.3991144757894736	0.21911150000000001	20.0526	0.29595015576323985
multi_CopA	524	7.376549682652672	0.1216335	116.794	0.8161993769470405
mupA	1	0.0072862	0.0072862	0.0072862	0.001557632398753894
murA	1	0.0192574	0.0192574	0.0192574	0.001557632398753894
myfA	1	0.0434058	0.0434058	0.0434058	0.001557632398753894
nccH	12	0.21021071666666669	0.10983665000000001	0.950813	0.018691588785046728
nccX	16	0.56735845625	0.13524799999999998	4.47007	0.024922118380062305
ncrA	294	10.405542381190477	0.1197465	483.498	0.45794392523364486
ncrB	96	43.46839148229167	0.692101	660.146	0.14953271028037382
ncrC	429	15.156347932074592	1.01985	388.536	0.6682242990654206
ncrY	57	38.723391110526315	1.36575	400.332	0.08878504672897196
netB	10	0.026070331000000002	0.02408125	0.0453368	0.01557632398753894
nfaE	309	8.57082362330097	2.21125	151.73	0.48130841121495327
nheA	24	3.505640158333333	0.194612	22.3208	0.037383177570093455
nheB	95	1.0621383415789474	0.029727	24.1873	0.14797507788161993
nheC	34	1.7051990794117646	0.10467699999999999	15.5951	0.0529595015576324
nirB	96	40.399454007291666	0.681389	605.086	0.14953271028037382
nirD	56	16.62070535357143	0.582403	161.663	0.08722741433021806
nleA	28	0.021828114285714288	0.01590655	0.067591	0.04361370716510903
nleB	6	0.27050202166666665	0.0320163	0.833419	0.009345794392523364
nleC	5	0.27270958	0.0328718	0.695842	0.00778816199376947
norM-Burk	80	0.068416513	0.02453385	2.01739	0.12461059190031153
nreB	197	3.998884800101523	0.0416069	297.567	0.3068535825545171
ompF	1	0.0319361	0.0319361	0.0319361	0.001557632398753894
pagA	8	0.01517810375	0.009561529999999999	0.0559091	0.012461059190031152
papG-II	29	35.92434335172414	4.39814	169.185	0.045171339563862926
pcoR	1	0.0124046	0.0124046	0.0124046	0.001557632398753894
perA	30	0.06602713666666667	0.03118535	0.489308	0.04672897196261682
pet	99	9.295752009494949	0.14863	82.815	0.1542056074766355
pfoA	60	12.255383989	0.36659450000000005	221.248	0.09345794392523364
pic_auto	154	7.3434693768831165	0.0465985	164.812	0.2398753894080997
plcA	40	1.4576513800000002	0.0776634	15.1529	0.06230529595015576
plcR	147	0.9181592768707483	0.0433624	53.8502	0.22897196261682243
pld	55	0.040052294545454545	0.0369492	0.127725	0.08566978193146417
pmrA	498	2.2458923343373494	0.284531	139.17	0.7757009345794392
pmrB	1	0.129808	0.129808	0.129808	0.001557632398753894
qacR	451	25.54306644944568	3.55832	529.735	0.7024922118380063
ramR	1	0.0252873	0.0252873	0.0252873	0.001557632398753894
ranA	552	4.2719836315217385	1.067225	88.7574	0.8598130841121495
ranB	151	0.37512304105960265	0.107755	11.709	0.235202492211838
rho-1	251	0.7604653984063745	0.48175	3.20543	0.3909657320872274
rho-3	256	0.8375010911328125	0.50671	3.59834	0.3987538940809969
rmpA2	10	27.462229029999996	0.255087	261.924	0.01557632398753894
rpeA	280	0.42678231035714287	0.02264	18.6955	0.43613707165109034
rplC	1	0.0237191	0.0237191	0.0237191	0.001557632398753894
rpoB	4	0.005788005000000001	0.00473282	0.0114727	0.006230529595015576
saa	218	0.0425019680733945	0.029794599999999997	0.745062	0.3395638629283489
sab	403	1.5994826948138958	0.047134	36.4034	0.6277258566978193
sat_auto	103	28.123567623883496	0.161528	239.315	0.16043613707165108
scn	44	10.018848681818183	0.8977575	253.114	0.06853582554517133
sdeA	406	15.975719719384236	1.939855	239.721	0.632398753894081
sdeB	602	16.12217376626246	0.4843	202.414	0.9376947040498442
seb	101	3.61972790990099	0.185965	256.383	0.1573208722741433
sec2	106	1.2371436330188679	0.172484	52.531	0.16510903426791276
sed	118	2.4676932228813557	0.207663	52.5527	0.1838006230529595
see	35	1.4954116828571429	0.295011	13.5012	0.05451713395638629
seh	62	0.0955097677419355	0.042353249999999995	2.46999	0.09657320872274143
sej	58	3.9253305913793106	0.12145500000000001	69.9345	0.09034267912772585
sek	104	3.8674377923076926	0.2809475	249.77	0.16199376947040497
sel31	40	0.0510456225	0.033120399999999994	0.287139	0.06230529595015576
selV	144	8.124356873611111	0.8376505000000001	281.952	0.22429906542056074
selX	168	10.179275132142857	1.0520399999999999	353.143	0.2616822429906542
senB	107	50.01721850495327	0.804319	641.373	0.16666666666666666
sep	39	2.1489362743589746	0.196549	34.003	0.06074766355140187
sepA	146	0.3705794791780822	0.0269017	3.96334	0.22741433021806853
sfaS	16	4.368876675	0.06470395	49.4382	0.024922118380062305
sigA	87	4.090252061379311	0.0988403	30.8158	0.13551401869158877
silA	592	45.234621108023646	0.9032095	488.18	0.9221183800623053
silB	464	42.44225989676724	1.4959500000000001	419.048	0.7227414330218068
silC	512	43.87072016728516	0.8364480000000001	431.735	0.7975077881619937
silE	251	54.648432787251	9.45685	358.897	0.3909657320872274
silP	642	36.298306588956386	12.9145	383.124	1.0
sinH	256	4.47901360546875	0.5789035	67.861	0.3987538940809969
sodC1	141	1.9003433432624113	0.14355	43.9866	0.21962616822429906
spaB	2	0.03014925	0.03014925	0.0466713	0.003115264797507788
sph	473	4.654861585623679	1.09516	64.7746	0.7367601246105919
splA	178	10.456423632584269	0.891693	399.584	0.2772585669781931
splB	200	13.7780652085	0.8979505	666.428	0.3115264797507788
splE	198	6.929716385858586	0.5399795000000001	296.677	0.308411214953271
spvD	65	0.05722507230769231	0.0447168	0.20994	0.10124610591900311
srpA	442	10.17581478959276	1.20059	50.0965	0.6884735202492211
srpB	622	21.379534747073954	0.9525195	140.572	0.9688473520249221
srpC	498	3.362233703514056	0.4650345	44.208	0.7757009345794392
srpR	165	0.5258765345454546	0.23163	13.1129	0.2570093457943925
srpS	43	2.691990469767442	0.245071	21.209	0.06697819314641744
sseK2	3	0.057927733333333335	0.0407929	0.109992	0.004672897196261682
sslE	526	3.401231564144487	0.0348657	195.281	0.8193146417445483
sta1	6	0.11948321666666667	0.144057	0.156931	0.009345794392523364
stxA1a	7	0.019496828571428572	0.0204006	0.0265964	0.010903426791277258
stxA1d	2	0.02301135	0.02301135	0.0256221	0.003115264797507788
stxA2_acd	96	0.038445885625	0.03231455	0.236652	0.14953271028037382
stxA2b	104	0.03645061557692308	0.02989155	0.236652	0.16199376947040497
stxA2c	98	0.03530499469387755	0.0282071	0.236652	0.1526479750778816
stxA2d	1	0.0316933	0.0316933	0.0316933	0.001557632398753894
stxA2e	121	0.034252009586776856	0.0266948	0.236652	0.18847352024922118
