sample_name	MerP_Gneg	aadA1	aafC	abaF	acrF	adeC	adeD	adeE	agg3C	aggC	aggD	ail	air	alo	alpha-1	alpha-5	amvA	ariR	arsA	arsB_R773	arsB_pI258	arsB_pYV	arsC_gluta	arsC_thio	arsD	arsH	arsN2	arsP	arsR_R46	arsR_pI258	arsR_pKW301	arsR_pSX267	arsR_pYV	aut	bepD	bepE	bepG	beta-4	bimA_Bm	bind_CopB	blaEC	blaEC-5	blaEC-8	bonA	bont_DC	cadC_Lm	cadC_Sa	cadR	capA	capB	capC	capD	cesB	cesC	cesD	chrA	chrR_I	clpL	cnf1	cnrA	cnrC	cnrT	copA_Ehir	copB_Ehir	copC_Psyr	copR	copS	cpb2	cueA	cvaB	cytK1	dpsA	eat(A)	eatA	ehxA	eilA	emhA	emhB	emhC	emrD	emrD3	entFM	epeA	epsilon-1	epsilon-2	epsilon-7	espC	espF	espP	espX1	f17a	farB	fdeC	gamma-1	gamma-5	golS	golT	gyrA	hblD	hld	hlyE	hmrM	ibeA	iha	inhA1	inhA2	inlK	inl_lmo0610	iota-1	ireA	iroD	iroE	iroN	iss	iucB	iucC	iucD	iutA	kdeA	lambda-2	lmrC_abcf	lmrS	lpfA-O113	lpfA1	mchF	mco	mdsA	mdsB	mdtM	mepA	merA	merB	merB1	merC	merD	merE	merF	merR_Bc1	merR_Bc2	merR_Ps	merT	merT_pI258	mexA	mexE	mexX	mrdH	mreA	mtrA_Ngon	mtrC	mtrF	mtrR	multi_CopA	ncrA	ncrB	ncrC	ncrY	nfaE	nheB	nheC	nirB	nirD	norM-Burk	nreB	pet	pfoA	pic_auto	plcA	plcR	pmrA	qacR	ranA	ranB	rho-1	rho-3	rpeA	sab	sat_auto	scn	sdeA	sdeB	seb	sec2	sed	see	seh	sej	sek	selV	selX	senB	sep	sepA	sigA	silA	silB	silC	silE	silP	sinH	sodC1	sph	splA	splB	splE	srpA	srpB	srpC	srpR	srpS	sslE	tbtA	tbtB	tbtM	tccC	tccP	tccP2	tcrB	terB	terC	terD	terE	terW	terZ	tir	tsh	ttgA	ttgB	ttgD	ttgE	ttgR	vac_auto	virF_Yersin	ybtQ	yfeA	yfeB	yfeD	ymoA
N10_2_4	0.0	0.0	1.65633	0.0	39.6748	0.0	0.0	14.1492	0.784789	1.83848	0.0	0.0	0.0	0.0	0.0	0.200104	0.0	0.0	2.13299	13.0697	4.78324	13.4066	19.0746	1.09731	0.0	0.0	0.0	0.0	0.0	0.0	8.04693	0.0	0.270738	0.530844	0.873435	6.38859	16.5729	0.0	266.682	0.0	0.0	0.0	0.0	0.0494475	0.0	0.0	0.0	0.0	0.0	0.124598	0.0	0.0273808	0.135016	30.8043	0.0	0.0	0.464742	153.063	0.0	0.0	0.0	0.0	47.3929	30.3669	0.0	5.18194	0.187704	0.0	42.0739	11.1897	0.0	0.0	6.10024	0.445024	0.0	0.0	1.72613	23.4223	0.0	8.47066	0.0	0.0	0.468615	0.0	1.51102	0.0	0.0	0.0696369	0.0	0.0	0.0	1.93506	0.327102	1.53365	0.0	0.0	41.2513	0.0	0.0	0.0	0.0	0.280345	0.0	0.706559	0.0	0.0	0.0725432	0.0	1.52874	16.3931	0.0	0.0	3.33642	0.0	0.0	0.0	0.0	0.0	0.986776	1.52712	106.859	0.301132	0.0	0.0	11.1897	0.0625679	0.0	18.8188	0.0	0.192272	0.560032	0.0	0.0	0.0	0.0	0.0	0.0	1.52468	0.0	0.0	0.0	0.0	2.75356	0.488633	0.0	0.0	0.0	0.0	0.0	2.22421	0.0	0.0	0.0	0.0	0.0	0.0	2.10258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.181056	0.229912	42.1671	0.0	0.19968	0.18432	0.188569	36.4034	0.0	0.0	0.0	0.165853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0690394	0.0	0.0	0.0	17.1356	0.0	0.0	0.0	0.0	0.0	0.0	1.89092	22.0164	0.0	0.0	3.06402	0.323782	3.02548	15.3699	0.0	0.0	0.0	0.0	1.05934	0.0	0.0	0.0	0.0	0.0	0.0	0.660788	0.0	3.085	32.8691	3.66839	9.46263	2.67722	0.0	0.0	22.028	0.0896871	7.02277	0.43745	14.0585
N11_1_2	3.09157	0.0	0.0	0.0	4.90196	0.0494881	0.286987	1.76427	0.0	0.0	0.0	0.0	0.0681207	0.0	0.0	0.0	0.0	0.0	0.144792	8.33073	12.9252	9.26034	3.4105	0.0	0.0	0.956771	0.0	0.0	0.651454	0.292844	0.657022	0.292844	0.0	0.0	0.0	2.25061	2.34548	0.0	225.118	0.0363459	0.142355	0.203364	0.203364	0.0680365	0.0	0.0	0.0	0.0	0.597061	5.71991	15.5281	1.11892	1.24966	15.269	0.0	0.0737377	0.493294	18.7654	0.0	1.79867	0.0366929	0.0655155	17.0532	2.90587	0.121058	24.5525	0.581103	0.0	13.2839	2.04551	0.0	2.73531	3.1301	0.0168701	0.0153897	0.0	0.537703	2.62311	1.10493	0.116767	0.0	0.036432	0.0	0.0	0.0	0.0	0.0	0.740931	0.0	0.0648705	0.0	0.0302049	0.00542495	0.0	0.00822156	1.19027	9.74244	0.0	0.0	0.0	0.0	0.0	0.0	0.0220895	0.0	0.0384358	0.0513333	0.0	0.0	0.146315	0.0	0.0	0.0424119	0.156881	0.0	0.0	0.0	0.0	0.205739	0.0	24.2334	77.7665	0.0	0.0	2.04551	0.199235	0.582645	4.57153	0.168332	0.0	0.0540398	0.0	0.0	0.0	0.441066	0.0	0.0	0.0	0.0	4.77134	3.41651	0.0	0.500466	0.0926164	0.503441	0.305046	0.0	0.0	0.0	0.705376	0.0	0.370168	0.639117	0.0	0.326245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0465888	0.0	0.0384358	0.73211	4.89722	0.242115	0.0	0.0	0.0	0.193253	0.0	0.0	0.038824	1.66506	0.0	0.0	0.0	0.0	0.0317651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.13642	0.606412	0.765388	0.0	17.9274	0.0	0.0	1.88211	0.0	0.0	0.0	0.180638	4.42927	2.54607	0.0	0.0	0.257755	0.66234	3.14975	1.07975	0.0	0.0	0.0445632	6.30325	0.0	0.0	0.0398298	0.320298	0.0	0.157685	0.0274052	0.022314	0.798666	3.37913	0.180638	1.16739	0.0728641	0.0223302	0.0	6.75344	0.237993	1.57884	0.0515917	0.0
N11_1_3	0.0	0.0	0.0	0.0	0.0329865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.389738	1.34976	5.34612	0.979239	0.160287	1.89673	0.188105	0.0	0.0	0.180069	0.0	0.75869	0.0	0.650306	0.0	0.0	0.0	0.0108178	0.0211727	0.0	359.517	0.0345907	0.0	0.0	0.0	0.033095	0.0	0.0	0.185046	0.0	0.0	1.00343	2.88302	0.0430259	0.27581	0.623581	0.0423061	0.0	0.0	0.952398	0.0	0.0845337	0.0	0.0	4.45522	0.594951	0.0	2.64887	0.0245796	0.0	1.92525	0.309337	0.0	0.0	0.272583	0.0166501	0.0	0.0	0.0294828	0.0215741	0.0233683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0457042	0.00874739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3722	0.0	0.0	0.0	0.0	0.0244739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.681582	12.3977	0.0	0.0	0.309337	0.122898	0.0278248	0.161653	0.0	0.0251778	0.0600019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0602135	0.0	0.0376833	0.0	0.042623	0.0	0.0	0.0262826	0.0	0.0603732	0.0	0.0	0.0	0.0	0.0	0.0	0.0245796	0.027291	0.0	0.0	0.0	0.0	0.0	0.113804	4.93751	0.131819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0325773	0.0	0.0	0.0	0.0	0.0470262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0650926	0.0528091	0.0492656	0.0	2.11054	0.0	0.0	1.14139	0.0	0.0	0.0	0.0	0.0867074	0.0	0.0	0.0	0.0149643	0.0	0.0	0.0	0.0	0.0	0.0	0.848324	0.0	0.0	0.0	0.0	0.0	0.0	0.0402844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0418395	0.2651	0.0	0.0	0.0763782	0.0
N11_1_4	0.0	0.0	0.0	0.0	0.0173556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0182181	0.0	13.0878	57.6697	174.972	45.5551	0.0	67.3613	3.93405	0.0	0.0	10.9711	0.0	43.9666	0.0	44.2233	0.0	5.31367	0.0	0.495178	0.0417745	0.0	320.277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.2167	0.0	0.0	23.5644	40.9557	0.0169783	3.2316	47.276	0.0	0.0	5.52339	96.9494	0.0	0.0	0.0	0.0	102.843	57.0314	0.0	31.1256	0.0193985	0.0	41.396	8.06923	0.0	0.0	14.2162	0.341652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.299972	0.0	0.0	0.0	0.0	40.5286	0.0102295	0.0	0.0	0.0	3.09041	0.0	0.0387134	0.0	0.0	0.0149942	0.0	0.0	0.0	0.0	0.0	2.22989	0.0	0.0	0.0	0.0	0.0	0.327792	0.0	40.1478	109.459	0.0	0.0	8.08208	38.9522	0.0	0.0510313	0.437057	0.0	4.00932	0.0	0.0	0.0	0.0	0.0	0.0	21.8122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0168193	0.0	0.0144166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5565	40.0604	11.5823	0.0	0.0	0.0	1.05235	2.12621	0.0	0.0	0.0453612	0.0342806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.289726	0.0	0.0	0.0	0.0	0.0	50.2638	0.0	0.0	11.0216	0.0	0.0745354	0.0	0.0	0.0171076	0.0	0.0	0.0	0.383825	0.0234504	0.00857833	0.0	0.0	0.0	0.0	107.361	0.0	0.0	0.0	0.0	0.0	0.0	0.452981	0.00651779	0.0	0.00854568	0.0	0.0	0.0	0.0	0.0	9.04129	4.78272	10.0399	14.3162	0.0
N11_2_2	2.41033	0.0	0.0	0.0483468	2.51077	0.0	0.277188	1.20953	0.0	0.0	0.0	0.0	0.00472373	0.0	0.0	0.0	0.0	0.0778619	4.55652	5.70493	11.6194	6.18839	1.56163	0.47248	0.0	0.446119	0.0	0.0657884	0.0	0.197992	0.118457	0.197992	0.0	0.0	0.0	0.895856	0.786442	0.0	208.166	0.252755	0.0916629	0.0916629	0.0916629	0.76841	0.0	0.0	0.0	0.0	0.857804	5.91633	14.2752	0.0785979	2.03344	60.1366	0.0	0.0	13.8594	20.3566	0.0	1.48632	0.0	0.0984334	15.8489	8.66678	0.109129	28.4656	0.987821	0.0	11.5408	5.53187	0.0	0.552676	3.19514	0.0101386	0.0	0.0	0.143621	1.65525	0.512258	0.0877179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.361792	0.0	0.263154	0.0	0.0136144	0.00978082	0.0	0.0	0.40237	13.0148	0.0	0.0	0.0	0.0	0.0	0.0151635	0.00995648	0.0260842	0.0173243	0.0115688	0.0	0.0	0.0913139	0.0	0.0	0.0573493	0.0	0.0	0.0	0.0310749	0.0	0.0674425	0.0	49.3003	75.0167	0.0	0.0	5.53187	0.748349	0.237203	1.38463	0.0505818	0.0	0.048715	0.130135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48514	1.71762	0.0	0.0541384	0.0	0.244373	0.439982	0.0	0.0	0.0	0.155724	0.0	0.200216	0.448111	0.0	0.404386	0.0	0.0	0.0171953	0.0	0.0	0.0	0.0	0.033236	0.0	0.0	0.0	0.0	0.0	1.07411	3.88651	1.57858	0.35467	0.0	0.0	0.0	0.222602	0.0	0.0	0.0	0.443025	0.0	0.0	0.0	0.0	0.0	0.0	0.142587	0.288738	0.0	0.0	0.0	0.0	0.0	1.45993	0.418034	0.419983	0.0	11.4487	0.0189595	0.0	0.776782	0.0	0.028754	0.0	0.0	1.77533	0.941617	0.0	0.0	0.0592283	0.199026	1.54876	0.435831	0.00662496	0.0	0.0	12.5924	0.0	0.0998518	0.430863	0.505291	0.0	0.0	0.0494097	0.0	0.143994	1.83298	0.253305	0.542728	0.0	0.0	0.0	11.1383	0.0429084	7.74634	0.0232541	0.611445
N11_2_3	1.10896	0.0	1.40477	0.0474532	114.721	0.569234	0.380891	27.6263	1.51414	1.35548	6.37148	4.90173	0.403368	0.360086	0.0217073	0.520422	4.84253	10.3171	22.5711	105.821	34.2612	101.597	96.8512	0.0	10.4554	42.0358	0.0	0.0	34.0657	3.88664	26.1601	3.88664	43.2888	2.67079	0.0	9.71752	7.38371	0.0217073	194.411	2.84607	23.5358	23.5358	23.3738	0.281215	0.0	9.01215	0.0	0.0	0.0	0.0	0.0	0.0	0.39562	17.1205	0.0	0.0	2.50969	37.105	0.0	1.17465	0.0	0.0	15.5559	10.7221	0.160668	55.5857	16.0418	0.15342	20.5838	12.1437	0.0	2.12811	5.86487	0.0	0.0	0.0	16.7574	45.6063	5.44688	54.0341	0.268485	0.0	0.0	0.0215014	0.0215014	0.0215014	0.0	0.0675658	0.0	0.0	5.9749	6.4141	0.1296	0.0	0.0436468	0.658221	12.4355	0.0	0.0	0.0	0.0	1.71138	0.0	0.175652	0.0	0.0510121	0.0	0.0	0.0	4.0033	0.199072	0.12793	6.27625	9.57779	9.42756	9.34198	13.9082	8.89228	48.9022	0.0	25.8857	0.466639	0.0	0.0	12.1729	3.7901	0.0	19.4387	7.49668	0.180574	1.86477	42.2467	2.42249	0.0	22.5791	8.52355	0.0	3.37524	0.0	27.0188	0.872003	0.0	18.9701	2.60592	1.23354	5.23617	0.0	0.0	2.3221	0.534959	4.54516	22.6975	0.282746	0.0	6.0078	3.18374	6.00627	0.0	0.0	0.0	3.21531	0.0	0.097865	0.0	0.651652	0.0	0.0	0.0	0.357085	0.0	2.52106	0.482005	0.519318	0.519318	0.0	1.15419	0.0	0.0	21.5385	31.4056	0.0	0.0764227	0.0	0.0	0.0	0.0	0.0839706	0.0	1.40033	0.0	0.0	0.0	0.0	128.187	97.2426	110.858	80.0607	103.805	2.42849	0.0	0.0	0.172923	0.0	0.170752	13.9051	35.932	5.63191	0.0	0.0	0.0670771	10.8151	36.9704	5.17608	0.0	0.0	0.118289	12.484	0.0	42.2798	1.05725	0.956478	0.0	0.627842	0.0363723	0.0148076	16.0589	57.8558	11.9339	14.4023	4.25504	0.0	0.0	6.96006	7.95979	18.0002	6.7788	17.4041
N11_2_4	0.0	0.0	2.42478	0.207113	226.419	0.573339	0.197908	49.5248	3.35675	2.44744	17.9525	9.78485	0.510959	0.465667	0.442135	1.6247	9.18286	44.029	40.234	185.401	59.8557	179.049	206.863	1.12448	21.4673	97.3403	0.0	0.0	73.7124	0.0	52.1412	0.0	96.8271	0.0	0.0372943	14.8713	11.5569	0.442135	253.155	4.49154	38.1288	38.1288	37.8539	0.247729	0.0	21.0278	0.0	0.0	0.0	0.0	1.38536	0.0	0.713931	36.6503	0.0	0.0	0.079375	28.9072	0.0	0.0	0.0	0.0	27.0153	9.7893	0.4675	90.0184	39.1756	0.44641	37.331	24.9084	0.0	2.82292	0.266643	0.0	0.0	0.0	35.3389	84.3314	11.9781	91.877	0.859339	0.21104	0.0	0.437942	0.437942	0.437942	0.0	0.0596109	0.0	0.0	22.7977	12.102	0.115225	0.0	0.0	0.0	20.3874	0.0169056	0.0	0.0	0.0	1.75564	0.0	0.660167	0.0	0.0	0.0	0.0	0.0	7.86707	0.0	0.884073	14.0651	33.6242	14.0916	17.8577	23.2964	15.2284	96.9317	0.0	50.1326	0.432024	0.0	0.0	25.0146	8.27111	0.0	33.3689	17.6962	0.131355	0.182604	63.2052	4.13439	0.0	25.063	8.45494	0.0	0.669614	0.114178	28.3555	0.0	0.0	43.0605	5.47228	1.12165	10.72	0.0	0.0	5.35502	0.305757	12.381	50.0806	0.0	0.0	11.4178	2.8423	12.868	0.0	0.0	0.0	3.59833	0.0	0.0	0.0	1.95538	0.0	0.0	0.0	0.0	0.31414	5.44439	0.0	1.62125	1.65273	0.0120774	1.22311	0.0	0.0	40.3688	51.7526	0.0	0.0	0.916949	0.172594	0.0	0.606968	0.0	0.0	0.0	0.0	0.170611	0.0	0.0	237.872	217.791	220.269	190.281	197.099	6.17279	0.0	0.043785	0.0	0.0	0.0	30.5776	67.2888	12.4796	0.0	0.0	0.204935	23.3304	65.2559	10.8912	0.0	0.0	0.0	13.5488	0.0	71.6491	4.53753	2.16462	0.0	1.75073	0.0550765	0.0	37.8596	106.543	23.5242	26.6099	11.2554	0.0215586	0.0	9.23682	15.4405	31.0356	10.5097	111.76
N12_1_2	0.308739	0.0	0.0	0.0	1.23496	0.0609528	0.0	0.34923	0.0	0.0	0.0	0.0793409	0.00242025	0.0	0.0	0.0	0.0288073	0.159573	9.92195	83.9405	209.942	72.166	0.450064	182.636	3.57985	0.670481	0.0	4.56172	0.0	86.0912	0.242769	82.2364	0.265458	2.0324	0.0	0.37125	0.416152	0.0	242.296	0.0167872	0.150286	0.150286	0.150286	0.00359135	0.0	0.0	0.115464	0.0959595	0.18959	1.19114	41.4225	0.0805407	0.291242	21.4003	0.0	0.0	1.82272	25.3521	0.0	0.243953	0.0	0.0201733	115.694	25.1772	0.0	50.0743	0.153369	0.0	35.0512	2.29589	0.0	0.0871289	7.11518	0.00519459	0.0	0.0	0.20236	0.632696	0.233298	0.107863	0.0	0.0	0.0	0.0	0.0	0.0	0.0108744	0.114072	0.0	0.14981	0.0	0.0	0.0200452	0.0	0.258218	0.0916259	25.3142	0.0	0.0	0.0	0.0	0.198523	0.0	0.0203759	0.0	0.0	0.0237095	0.0	0.0	0.114365	0.0519586	0.0445204	0.137123	0.289837	0.0	0.0733323	0.0636862	0.0	2.29789	0.0	24.9115	13.1834	0.0	0.0	2.29589	68.7095	0.0868094	0.679168	2.98899	0.0628408	0.0499192	0.0	0.0	0.100014	0.11641	0.0	0.0	0.587301	0.0	0.930477	0.606924	0.0	0.147938	0.0855543	0.05366	0.112714	0.0	0.0940531	0.0	0.0531911	0.0	0.193767	0.0983973	0.0	0.150684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0170288	0.0	0.0283473	0.0	0.0	0.0	7.10101	94.9431	3.50938	0.16774	0.0	0.0	0.0	0.0297528	0.0	0.0	0.0	0.271031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0887626	0.0	0.108689	0.0	0.0	0.0	0.622777	0.26361	0.215182	0.295875	42.1154	0.0	0.0	0.418938	0.0	0.0589295	0.0594226	0.0741619	0.662761	0.271376	0.0	0.0	0.0466864	0.037081	0.488321	0.119094	0.0135774	0.0	0.0	34.2866	0.0	0.122784	0.257549	0.295875	0.0	0.0	0.0251363	0.0103062	0.239774	0.770233	0.037081	0.176338	0.0	0.0618824	0.0	2.74115	0.0439691	1.93664	1.73951	0.0
N12_1_3	3.98123	0.0	0.627444	0.0	23.4394	0.0	0.0	10.1452	0.0	0.563909	0.677656	0.696585	0.0	0.0	0.0	0.024845	0.521644	2.36418	0.106754	5.92634	2.60976	6.52441	6.31127	3.12902	0.0	6.85654	0.0	0.0	2.17941	0.148439	1.13232	0.148439	4.58843	0.136004	0.0	13.1045	14.7307	0.0	341.619	0.405312	1.79364	1.79364	1.77302	0.00591203	0.0	1.36378	0.0	0.0	0.0	0.284907	0.623443	0.0	0.636345	3.73639	0.0	0.0	0.291718	11.2861	0.0	0.0217076	0.0	0.0	6.46566	1.94304	0.0613625	7.35636	1.93564	0.0	8.01765	2.49734	0.0	0.0	2.27103	0.0	0.0	0.0	1.27192	5.79123	0.608081	6.11606	0.0	0.166202	0.0	0.0	0.0	0.0	0.0	0.0312974	0.0	0.0	0.0	0.857388	0.0	0.0	0.0	0.100555	3.66671	0.0	0.0	0.0	0.0	0.0167592	0.0	0.79498	0.0	0.0	0.0	0.0	0.0	9.08237	3.19325	2.32081	3.84815	0.0	0.690523	1.50227	1.60753	0.702651	6.37095	0.0	14.5536	2.04142	0.0	0.0	2.49734	0.370296	0.0	18.3314	0.530913	0.327584	0.520449	0.0	0.0	3.9514	8.04855	5.72147	0.0	0.175783	0.0	8.54547	4.79572	0.0	2.43533	0.0187784	0.0	1.6287	0.0	0.0258048	0.396256	0.437811	0.369338	2.32665	0.0	0.0	1.63302	0.0	1.09982	0.0	0.0	0.0	0.0	0.0336632	0.0	0.0	0.0	0.0	0.0	0.0	0.0584478	0.453563	59.7266	8.92825	0.0247923	0.0247923	0.0	0.0	0.0	0.0	0.373909	12.0837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.9934	10.3244	10.7956	11.3649	14.0558	0.0	0.0	0.183907	0.0330214	0.0970088	0.0326069	1.40397	13.5525	0.678375	0.0	0.0	0.0	0.915632	11.1276	0.539141	0.0	0.0	0.0	0.416506	0.0	5.25525	0.807569	0.446476	0.0	0.359679	0.027586	0.0	1.53837	15.3043	1.1598	1.2579	0.147735	0.0	0.0	1.11514	1.06159	2.6764	1.01989	4.24033
N12_1_4	3.06161	0.0	0.541334	0.0	28.7351	0.0	0.0220916	11.8793	0.00975777	0.520843	1.08057	0.509094	0.0	0.0	0.0	0.0792339	0.403295	2.60631	0.0283711	5.89537	2.27338	6.14583	7.70094	1.00416	0.0	8.71101	0.0	0.0524326	1.96578	0.0	1.69935	0.0	5.65194	0.159036	0.0	17.8051	18.5646	0.0	304.991	0.0587543	2.06013	2.06013	2.06013	0.0	0.0	0.828435	0.0	0.0	0.0	0.249421	0.165687	0.0	0.515841	2.21294	0.0	0.0	0.0886027	10.2937	0.0	0.0	0.0	0.0	5.246	1.58802	0.0	6.57035	2.14713	0.0	8.00405	1.45776	0.0	0.0	2.05042	0.0	0.0	0.0	1.73843	6.87876	0.425275	6.41775	0.0	0.0	0.0304572	0.0	0.0	0.0	0.0	0.0332705	0.0	0.0	0.0	0.846338	0.0	0.0	0.0	0.0	2.96412	0.0	0.0	0.0	0.0	0.0	0.0	1.01174	0.0	0.0	0.0	0.0	0.0	11.6806	4.56649	2.46713	3.13091	0.0	0.786489	1.22625	1.82033	1.24492	6.65167	0.0	15.8771	1.22285	0.0	0.0	1.45776	0.608354	0.0	21.8562	0.483758	0.0366564	0.174714	0.0	0.0	2.742	6.24721	9.54273	0.0	0.0	0.0	7.37021	5.02725	0.0	2.48099	0.0199623	0.0	1.38072	0.0	0.0	0.541592	0.387844	0.196312	3.17811	0.0	0.0	1.38439	0.0	1.03554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0414217	0.0	79.1011	11.709	0.0790659	0.0790659	0.00674072	0.0404961	0.0	0.0	0.12552	15.296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0303456	0.0	11.9724	10.4948	10.2568	8.97471	13.3253	0.0	0.0	0.0733128	0.0	0.0	0.0	1.579	17.4129	0.510077	0.0	0.0	0.00544665	1.08151	14.2029	0.451558	0.0	0.0	0.0	0.27964	0.0	5.87305	0.343393	0.258886	0.0	0.169935	0.0740997	0.0300593	2.21633	19.2408	1.90345	1.19478	0.157049	0.0240649	0.0	0.964899	1.69278	3.76561	1.08419	4.264
N13_1_2	0.0	0.0	0.0	0.0	0.00947758	0.0	0.0	0.0189186	0.0	0.0	0.0	0.0	0.0	0.0	0.0313063	0.0	0.0	0.0	0.0	1.00374	2.76029	1.00374	0.0690796	3.26977	0.0	0.0	0.0	0.0310421	0.0	0.934219	0.0	0.934219	0.0	0.0	0.0	0.0	0.0182499	0.0	370.062	0.0	0.0	0.0	0.0	0.00992216	0.0	0.0	0.319002	0.0	0.0	0.506286	1.04632	0.0370862	0.00731491	0.705463	0.0	0.0	0.0	0.431331	0.0	0.0364319	0.0	0.0	1.95377	0.0262984	0.0	0.930192	0.0	0.0	0.553156	0.112267	0.0	0.0	0.0587383	0.0	0.0	0.0	0.0	0.00929791	0.0	0.0496673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.334262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.979149	4.1195	0.0	0.0	0.112267	0.169491	0.0479672	0.00928911	0.0	1.36723	0.0344791	0.0	0.0	0.0	0.0	0.124168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0490465	0.778516	0.113621	0.0	0.0	0.0	0.0399076	0.0	0.0	0.0	0.0	0.00936002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0280533	0.0	0.0	0.0	0.927424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0373687	0.0208265	0.0	0.0	0.0	0.0	0.0187379	0.0	0.0	0.0	0.0	0.607045	0.0	0.0	0.0	0.0	0.0	0.0	0.0524561	0.0	0.0	0.0186666	0.0	0.0	0.0	0.0	0.0721272	0.0816081	0.0	0.0	0.0	0.0
