aro_id	n	converged	BodySite[T.Groin]_coef	BodySite[T.Groin]_pvalue	BodySite[T.Stool]_coef	BodySite[T.Stool]_pvalue	Week[T.Week.3]_coef	Week[T.Week.3]_pvalue	PostNatalAbxCohort[T.Low.Infant.Abx]_coef	PostNatalAbxCohort[T.Low.Infant.Abx]_pvalue	PostNatalAbxCohort[T.High.Infant.Abx]_coef	PostNatalAbxCohort[T.High.Infant.Abx]_pvalue	MaternalAntibiotics[T.Mat.Abx]_coef	MaternalAntibiotics[T.Mat.Abx]_pvalue	AnyMilk[T.Donor]_coef	AnyMilk[T.Donor]_pvalue	GestationTime_coef	GestationTime_pvalue	gene_family	subclass	megares_class
ARO:3003043	552	True	-0.23327101222860677	7.046903843051806e-08	-0.1572673297166297	0.0002669545145591134	0.07583645280317332	0.03442329453733677	-0.008504097993523115	0.892612586664626	0.004788535988157783	0.9351871302807662	0.02586671972030771	0.6635265948523459	0.03551949915702371	0.6900497684308906	0.022875177829766644	0.0700059372165373	pbp2x	BETA-LACTAM	betalactams
ARO:3003077	552	True	0.08163357508678029	0.00820883786874537	0.31110778816198015	5.0554921699112754e-24	0.03579792543521143	0.1603495875459251	-0.07530161497493498	0.06290960116116569	-0.10754372853576623	0.004719755404368245	-0.09713136111323693	0.010963867224952559	-0.060261978736812175	0.28912112449116534	-0.007796774489338737	0.3359018394751262	liaF	DAPTOMYCIN	Lipopeptides
ARO:3003078	552	True	0.11001770929078142	0.0021355636202372795	0.37464958522536596	9.378470269122691e-26	0.047901592792090185	0.10592867683150918	-0.09825056514251888	0.04588021176843257	-0.14652029874686695	0.0014983929431809091	-0.11067303749502092	0.017113231457742187	-0.09418237757848053	0.17414018546465926	-0.008469202508335633	0.39005663925931133	liaR	DAPTOMYCIN	Lipopeptides
ARO:3003079	552	True	0.11008091860434112	0.0021289786111373782	0.3858766990200938	3.320379986009491e-27	0.05110053744770792	0.08473053234657614	-0.10920688937104693	0.027824737525618568	-0.15396350005458248	0.000935587915243271	-0.101781405483575	0.029701493406524615	-0.06213645766771353	0.37427524786413835	-0.010012746009123125	0.31374129259807937	liaS	DAPTOMYCIN	Lipopeptides
ARO:3003092	552	True	-0.04942501052054974	0.33000467081191265	0.18708652095947034	0.00021602454068235345	-0.0633005251624916	0.13221871848122974	-0.11858145713908794	0.11218017690827001	-0.2613725081661022	0.00017935325327918779	-0.09945901200008976	0.1581833692641591	-0.03764986789054791	0.7215634230553758	-0.03665140951738061	0.014347762843926987	cls	DAPTOMYCIN	Lipopeptides
ARO:3003197	552	True	-0.04457801283927657	0.11571373626171884	-0.08707773290971463	0.0020426105194733223	0.05539274448101647	0.018240281078927133	0.016899152349137244	0.6811862066761071	0.09626237177941438	0.01240139229858865	-0.033724521165312646	0.38492174817296365	-0.04724675402710107	0.41635656362628415	0.0022388656279832718	0.7858757599559969	aadA25	STREPTOMYCIN	Aminoglycosides
ARO:3003209	552	True	0.12371978736686734	1.9021404813260122e-05	0.2683233628896772	1.4038424474142185e-20	0.17601929333287936	2.996049451268237e-13	-0.02497193179534016	0.6351311126994394	0.01656869816344588	0.7333450157566941	0.014874845522114563	0.7665162336975148	0.024482130936558034	0.7468644321868863	0.015259708280796	0.15194700983953438	fosA5_fam	FOSFOMYCIN	Fosfomycin
ARO:3003210	552	True	0.02462161490402096	0.05804043733377939	0.07289220550525798	1.7632131108780773e-08	0.04308210910796204	5.638749295412735e-05	-0.016852627753887975	0.2843371505847052	0.006890811344000534	0.6427231492404613	0.030515434405585833	0.03985178848145985	-0.0025118973003159135	0.9090998960723946	-0.000731564628809795	0.8163207503894905	fos_A3_A4	FOSFOMYCIN	Fosfomycin
ARO:3003285	552	True	-0.3801273941961798	1.3216301217715459e-06	0.20605191736782297	0.008489818865624188	0.5318859137198284	2.7682644915010956e-16	-0.2682820993952375	0.014882994701263412	-0.41753818070478127	5.165725910962578e-05	-0.08448532864173268	0.4161615205717729	0.2260603043393047	0.14557084349405708	-0.02388196697406174	0.2790697223943369	rpoB	BETA-LACTAM;DAPTOMYCIN/RIFAXIMIN;FIDAXOMICIN;RIFAMPIN;RIFAMYCIN	Multi-drug resistance
ARO:3003291	552	True	-0.4237991515559275	1.0429203862070958e-07	-0.09083535815882812	0.25241350849411703	0.22729747381074167	0.0005571925603569076	-0.4460022652175766	4.3000253391794155e-05	-0.6937747298771734	1.1931566373045598e-11	-0.1848810021716866	0.07230631650508461	0.15414693155429765	0.3153159640194677	-0.03189848584891553	0.1439716285848714	rpoC	BETA-LACTAM;DAPTOMYCIN;FIDAXOMICIN	Lipopeptides
