sample_name	species	Location	BodySite	genes_with_resistance	total_resistance_score	total_mutations	n_genes_with_resistance
N55_2_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	2.0	2	2
N55_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N55_2_3	Enterococcus_faecalis	ZCH	Groin	gyrA	1.0	1	1
N55_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N55_2_3	Enterococcus_faecium	ZCH	Groin	gyrA	1.0	1	1
N55_2_3	Escherichia_coli	UCMC	Groin	parE	0.0039	1	1
N55_2_3	Escherichia_coli	ZCH	Groin	parE	0.0039	1	1
N55_2_3	Klebsiella_oxytoca	UCMC	Groin	parC	0.0063	1	1
N55_2_3	Klebsiella_oxytoca	ZCH	Groin	parC	0.0063	1	1
N55_2_3	Staphylococcus_aureus	UCMC	Groin	parC	1.0	1	1
N55_2_3	Staphylococcus_aureus	ZCH	Groin	parC	1.0	1	1
N55_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N55_2_4	Enterococcus_faecalis	ZCH	Stool	gyrA	1.0	1	1
N55_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N55_2_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N55_2_4	Escherichia_coli	UCMC	Stool	parC,parE	0.0053	2	2
N55_2_4	Escherichia_coli	ZCH	Stool	parC,parE	0.0053	2	2
N55_2_4	Klebsiella_oxytoca	UCMC	Stool	parC	0.0039	1	1
N55_2_4	Klebsiella_oxytoca	ZCH	Stool	parC	0.0039	1	1
N55_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.125	1	1
N55_2_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.125	1	1
N56_1_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	1.9975	2	2
N56_1_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	1.9975	2	2
N56_1_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	2.0547	4	2
N56_1_3	Staphylococcus_aureus	ZCH	Groin	parC,parE	2.0547	4	2
N56_1_4	Escherichia_coli	UCMC	Stool	parC,parE	0.0057	3	2
N56_1_4	Escherichia_coli	ZCH	Stool	parC,parE	0.0057	3	2
N56_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.989	1	1
N56_1_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.989	1	1
N57_1_2	Klebsiella_pneumoniae	UCMC	Axilla	gyrA	1.0	1	1
N57_1_2	Klebsiella_pneumoniae	ZCH	Axilla	gyrA	1.0	1	1
N57_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.0	1	1
N57_1_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.0	1	1
N57_1_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N57_1_3	Enterococcus_faecalis	ZCH	Groin	gyrA	1.0	1	1
N57_1_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N57_1_3	Enterococcus_faecium	ZCH	Groin	gyrA	1.0	1	1
N57_1_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N57_1_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	1.0	1	1
N57_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N57_1_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N57_1_4	Staphylococcus_aureus	UCMC	Stool	gyrA,parC,parE	1.9878	3	3
N57_1_4	Staphylococcus_aureus	ZCH	Stool	gyrA,parC,parE	1.9878	3	3
N57_2_2	Enterococcus_faecalis	UCMC	Axilla	gyrA	1.0	1	1
N57_2_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	2.0039	3	2
N57_2_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	2.0	2	2
N57_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N57_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N57_2_4	Escherichia_coli	UCMC	Stool	parE	0.0069	2	1
N57_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.988	1	1
N58_1_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	1.5571	3	2
N58_1_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	1.5571	3	2
N58_1_3	Staphylococcus_aureus	UCMC	Groin	parE	1.8824	2	1
N58_1_3	Staphylococcus_aureus	ZCH	Groin	parE	1.8824	2	1
N58_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N58_1_4	Enterococcus_faecalis	ZCH	Stool	gyrA	1.0	1	1
N58_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N58_1_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N58_1_4	Escherichia_coli	UCMC	Stool	parC	0.005	1	1
N58_1_4	Escherichia_coli	ZCH	Stool	parC	0.005	1	1
N58_1_4	Klebsiella_oxytoca	UCMC	Stool	parC	0.0027	1	1
N58_1_4	Klebsiella_oxytoca	ZCH	Stool	parC	0.0027	1	1
N58_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.0769	1	1
N58_1_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.0769	1	1
N58_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.9459	2	1
N58_2_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.9459	2	1
N59_1_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	1.5312000000000001	3	2
N59_1_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	1.5312000000000001	3	2
N59_1_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	1.4914	3	2
N59_1_3	Staphylococcus_aureus	ZCH	Groin	parC,parE	1.4914	3	2
N59_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	0.9975	1	1
N59_1_4	Enterococcus_faecalis	ZCH	Stool	gyrA	0.9975	1	1
N59_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	0.9986	1	1
N59_1_4	Enterococcus_faecium	ZCH	Stool	gyrA	0.9986	1	1
N59_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.6667	1	1
N59_1_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.6667	1	1
N59_1_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	1.9923	3	2
N59_1_4	Staphylococcus_aureus	ZCH	Stool	parC,parE	1.9923	3	2
N60_1_2	Pseudomonas_aeruginosa	UCMC	Axilla	gyrA	1.0	1	1
N60_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.0	1	1
N60_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N60_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N60_1_4	Escherichia_coli	UCMC	Stool	parC	0.0015	1	1
N60_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.9947	1	1
N60_1_4	Pseudomonas_aeruginosa	UCMC	Stool	gyrA	1.0217	2	1
N60_1_4	Streptococcus_oralis	UCMC	Stool	gyrA	0.0238	1	1
N60_2_2	Enterococcus_faecalis	UCMC	Axilla	gyrA	1.0	1	1
N60_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.7778	2	1
N60_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N60_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N60_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N60_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N60_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.9926	1	1
N61_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.0909	2	1
N61_1_3	Staphylococcus_aureus	UCMC	Groin	parE	1.0	1	1
N61_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	0.9971	1	1
N61_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	0.9963	1	1
N61_1_4	Staphylococcus_aureus	UCMC	Stool	parE	1.0	1	1
N61_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.8764	2	1
N61_2_3	Staphylococcus_aureus	UCMC	Groin	parE	1.1429	2	1
N62_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.0886	2	1
N62_1_4	Klebsiella_oxytoca	UCMC	Stool	parC	0.0026	1	1
N62_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.9989	1	1
N62_1_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	2.0	2	2
N62_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.5432000000000001	2	1
N62_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N62_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N62_2_4	Klebsiella_oxytoca	UCMC	Stool	parC	0.0057	1	1
N62_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0076	2	1
N63_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.5	2	1
N63_1_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N63_1_3	Staphylococcus_aureus	UCMC	Groin	parE	1.2658	2	1
N63_1_4	Escherichia_coli	UCMC	Stool	gyrA,parE	0.0053	2	2
N63_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.9983000000000001	2	1
N63_1_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	2.0	2	2
N63_2_2	Klebsiella_pneumoniae	UCMC	Axilla	gyrA	1.0	1	1
N63_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.9494	2	1
N63_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N63_2_3	Staphylococcus_aureus	UCMC	Groin	parE	0.4	1	1
N63_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N63_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N63_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0011	2	1
N64_1_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	2.0	2	2
N64_1_3	Staphylococcus_aureus	UCMC	Groin	parE	1.0	1	1
N64_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0029	3	1
N64_1_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	2.0017	3	2
N64_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.7894999999999999	2	1
N64_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N64_2_3	Staphylococcus_aureus	UCMC	Groin	parE	1.2069	2	1
N64_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N64_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N64_2_4	Escherichia_coli	UCMC	Stool	parE	0.0162	1	1
N64_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.0833	1	1
N64_2_4	Pseudomonas_aeruginosa	UCMC	Stool	gyrA	0.25	1	1
N64_2_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	2.0	2	2
N65_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.9935	2	1
N65_1_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N65_1_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N65_1_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N65_1_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	1.1343	3	2
N65_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N65_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N65_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.9991	2	1
N65_1_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	1.9907	2	2
N65_2_2	Enterococcus_faecium	UCMC	Axilla	gyrA	1.0	1	1
N65_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.0	1	1
N65_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N65_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N65_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	0.9048	1	1
N65_2_3	Staphylococcus_aureus	UCMC	Groin	gyrA,parC,parE	2.0168999999999997	3	3
N65_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N65_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	0.996	1	1
N65_2_4	Klebsiella_oxytoca	UCMC	Stool	parC	0.0022	1	1
N65_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0037	2	1
N65_2_4	Staphylococcus_aureus	UCMC	Stool	parE	1.0	1	1
N66_1_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	1.4409999999999998	3	2
N66_1_3	Staphylococcus_aureus	UCMC	Groin	parE	1.6667	2	1
N66_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N66_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N66_1_4	Staphylococcus_aureus	UCMC	Stool	gyrA,parC,parE	2.0101	4	3
N66_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.375	2	1
N66_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N66_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N66_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N66_2_4	Escherichia_coli	UCMC	Stool	parC	0.0017	1	1
N66_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0029000000000001	2	1
N67_1_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	1.6711	3	2
N67_1_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	2.0	2	2
N67_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N67_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	0.9798	1	1
N67_1_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	1.9714	2	2
N67_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.3	2	1
N67_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N67_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N67_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N67_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N67_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N67_2_4	Klebsiella_oxytoca	UCMC	Stool	parC	0.0053	1	1
N67_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0081	3	1
N67_2_4	Pseudomonas_aeruginosa	UCMC	Stool	gyrA	0.0375	1	1
N67_2_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	2.0	2	2
N68_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.7955999999999999	2	1
N68_1_3	Staphylococcus_aureus	UCMC	Groin	parE	1.1829	2	1
N68_1_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	2.0244	3	2
N68_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N68_2_3	Staphylococcus_aureus	UCMC	Groin	gyrA	0.16	1	1
N68_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N68_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N68_2_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	1.9798999999999998	3	2
